L_u,m_abs_u,L_g,m_abs_g,L_r,m_abs_r,L_i,m_abs_i,L_z,m_abs_z,L_y,m_abs_y
2.953519623690617e-25,14.719366581659665,2.7135298556389427e-25,14.811379722807835,2.4984986817647175e-25,14.90101842188522,2.3463559112417505e-25,14.969231509684052,2.2335824908739495e-25,15.022711242216088,2.13983428977916e-25,15.069265877006307
2.9535576454264805e-25,14.719352604671275,2.713564672753644e-25,14.811365791890738,2.498530638407927e-25,14.901004535040743,2.346385762711834e-25,14.969217696512953,2.2336106665920102e-25,15.022697546189919,2.1398609729579075e-25,15.069252338241771
2.953604292373881e-25,14.71933545725593,2.7136073881120996e-25,14.81134870099675,2.4985698443952757e-25,14.900987498217066,2.346422385961093e-25,14.96920075007645,2.2336452339352775e-25,15.022680743473924,2.1398937091685145e-25,15.06923572846308
2.953661521087704e-25,14.719314420353744,2.7136597933622726e-25,14.8113277334359,2.4986179441758706e-25,14.90096659699204,2.3464673171033463e-25,14.969179959744286,2.23368764277763e-25,15.022660129466946,2.13993387147204e-25,15.069215351162274
2.953731731913637e-25,14.719288611868539,2.713724086538035e-25,14.81130201001917,2.498676955195917e-25,14.900940954958806,2.3465224406747057e-25,14.969154453761853,2.2337396718514043e-25,15.022634839811348,2.1399831443621663e-25,15.069190351910873
2.9538178696307196e-25,14.71925694972625,2.7138029642189205e-25,14.811270452238587,2.498749352486176e-25,14.900909497022528,2.346590068647015e-25,14.96912316274215,2.2338035033228085e-25,15.022603814195348,2.140043594387311e-25,15.069159682578698
2.9539235469072284e-25,14.719218106575523,2.7138997345803053e-25,14.811231737117016,2.4988381724231847e-25,14.900870904393248,2.3466730373510495e-25,14.96908477489821,2.233881814270422e-25,15.022565751966242,2.1401177567789415e-25,15.069122057458044
2.9540531957361755e-25,14.719170454245921,2.7140184560647506e-25,14.811184241849242,2.4989471400061297e-25,14.900823559402387,2.346774826364892e-25,14.969037681153567,2.2339778888938777e-25,15.022519057708145,2.1402087417097147e-25,15.069075899468235
2.9542122531831447e-25,14.719111995657576,2.714164107473442e-25,14.811125975935788,2.4990808249715704e-25,14.900765477851797,2.3468997043383944e-25,14.968979907852008,2.234095756143588e-25,15.022461774525029,2.140320364622668e-25,15.069019274207717
2.9544073892089687e-25,14.719040281361856,2.714342796585779e-25,14.81105449799824,2.499244833269702e-25,14.900694226092948,2.3470529078465716e-25,14.968909034279424,2.2342403585208545e-25,15.022391502266041,2.140457306074556e-25,15.068949809122758
2.95464678607859e-25,14.718952307266143,2.7145620160166326e-25,14.810966813840492,2.4994460418954247e-25,14.900606819411788,2.3472408607371123e-25,14.96882209159189,2.234417759092193e-25,15.02230529731678,2.140625307761433e-25,15.06886459445607
2.954940481008407e-25,14.718844389334041,2.714830956981084e-25,14.810859251560974,2.499692886866519e-25,14.900499597537735,2.3474714431167943e-25,14.968715438991348,2.234635395345948e-25,15.022199549834173,2.140831412893636e-25,15.06876006190148
2.95530078632069e-25,14.71871201012815,2.7151608940321625e-25,14.810727308599764,2.499995716339494e-25,14.900368072177187,2.3477543211739545e-25,14.968584612077382,2.2349023904546533e-25,15.022069833398044,2.1410842609182055e-25,15.06863183599709
2.955742804570859e-25,14.71854963094387,2.715565656764515e-25,14.810565464489384,2.500367223539928e-25,14.900206740360506,2.348101351541565e-25,14.968424137198589,2.235229934870656e-25,15.021910720957571,2.141394448822676e-25,15.068474552208155
2.9562850600101887e-25,14.718350461935252,2.7160622080449122e-25,14.810366951734988,2.500822977457796e-25,14.900008856052741,2.348527076960802e-25,14.968227304296326,2.23563175406253e-25,15.021715559632568,2.141774973977139e-25,15.068281634348821
2.956950272509132e-25,14.718106181010716,2.716671352691161e-25,14.81012347563157,2.5013820732590025e-25,14.89976615086586,2.3490493337380795e-25,14.967985889130704,2.236124681717369e-25,15.02147619534203,2.1422417767961007e-25,15.068045022424768
2.957766305832917e-25,14.717806590348067,2.71741860580056e-25,14.809824871903512,2.502067929207635e-25,14.899468492794341,2.349689996006541e-25,14.967689813875028,2.236729361989782e-25,15.021182636347419,2.142814405521867e-25,15.067754840118308
2.958767329193885e-25,14.71743919707957,2.718335256367784e-25,14.809458688760339,2.502909262799352e-25,14.899103469612669,2.350475887310664e-25,14.96732673279618,2.237471109563594e-25,15.020822642552693,2.143516830326675e-25,15.06739898892223
2.9599952394929604e-25,14.716988702006804,2.7194596696027476e-25,14.809009677279645,2.5039412859328643e-25,14.898655880899897,2.351439896675655e-25,14.966881527083423,2.2383809625426104e-25,15.020381224776584,2.144378439827415e-25,15.066962653338935
2.9615014019155172e-25,14.716436377077242,2.7208388807447286e-25,14.80845917090979,2.5052071675524203e-25,14.898107119549614,2.3526223443414736e-25,14.966335689803953,2.239496970724999e-25,15.019840035163302,2.1454352602117393e-25,15.066427698556918
2.963348778858076e-25,14.715759308785495,2.7225305444383027e-25,14.807784331326419,2.506759822524582e-25,14.897434420078914,2.354072651959615e-25,14.965666578446566,2.240865770849541e-25,15.01917662642421,2.1467314456786587e-25,15.065771938597564
2.9656145318645933e-25,14.714929480681983,2.7246053171932583e-25,14.80695723390757,2.5086640978441133e-25,14.896609947096998,2.3558513835226392e-25,14.964846508596699,2.242544511162829e-25,15.018363553737547,2.148321099011353e-25,15.064968249125936
2.968393198681663e-25,14.713912663878991,2.727149766402394e-25,14.80594376181069,2.5109994418754496e-25,14.895599693031855,2.3580327368745067e-25,14.963841658066622,2.2446032003718815e-25,15.017367288979115,2.150270493027775e-25,15.063983495045097
2.971800568001772e-25,14.712667080052979,2.7302699181120223e-25,14.804702273253671,2.5138631594748355e-25,14.894362149854597,2.3607075815527186e-25,14.962610746499415,2.247127570906617e-25,15.016146912731333,2.152660777557333e-25,15.06277723886429
2.975978398169352e-25,14.711141797340867,2.734095577426013e-25,14.803182002508125,2.517374375675921e-25,14.892846715473086,2.3639871570843927e-25,14.961103451463508,2.250222563531888e-25,15.014652545614366,2.155591272546897e-25,15.061300192042639
2.9811001530961887e-25,14.709274816377517,2.7387855800907433e-25,14.801321151963979,2.521678853161604e-25,14.890991792346343,2.3680075666742895e-25,14.959258519017526,2.2540165596613545e-25,15.01282347756535,2.1591834658119158e-25,15.059492368728606
2.9873779585411736e-25,14.706990802582318,2.74453416114855e-25,14.799044631475798,2.526954833688635e-25,14.888722534755324,2.372935224165776e-25,14.957001525712267,2.258666508882374e-25,15.01058595282467,2.1635858534257517e-25,15.057280900607482
2.9950710138210482e-25,14.704198423312482,2.7515786556995045e-25,14.796261403685028,2.5334201001634374e-25,14.885948203684492,2.3789734364062057e-25,14.954242251644411,2.264364121351561e-25,15.007850571211643,2.168979780892581e-25,15.054577474574693
3.0044957260080665e-25,14.700787257106045,2.760208776002005e-25,14.792861402564833,2.5413404825222666e-25,14.882559096858705,2.386370327066213e-25,14.950871632926907,2.271343316204822e-25,15.004509275232147,2.1755864623836046e-25,15.051275364115037
3.01603786224291e-25,14.696624260468054,2.7707777351576207e-25,14.788712010572839,2.5510400539416264e-25,14.878423039656836,2.395428328617656e-25,14.946758280317013,2.2798891350176097e-25,15.000431911182599,2.1836753704923793e-25,15.047246044103046
3.03016703503037e-25,14.691549810420794,2.783715505027339e-25,14.783654112416343,2.5629132791229477e-25,14.87338145528164,2.4065154816512833e-25,14.94174458364629,2.2903483387854504e-25,14.995462385597015,2.1935741953408267e-25,15.042335412126492
3.0474538357300257e-25,14.685373394879754,2.799544496032363e-25,14.777497797051703,2.5774393752794905e-25,14.86724508622154,2.420078777118691e-25,14.935642475651113,2.3031419001104716e-25,14.989414492638744,2.205680561779703e-25,15.036359693848121
3.068589898004678e-25,14.677869106031368,2.8188979154236184e-25,14.770017862333503,2.595199116274484e-25,14.85978952187622,2.436659745171167e-25,14.928229011992233,2.318779567307632e-25,14.982067571519917,2.22047565513969e-25,15.029101193445237
3.094411083237141e-25,14.668771213695246,2.84254097780293e-25,14.760949398102483,2.6168942319110884e-25,14.85075080864517,2.456912415622147e-25,14.91924204608062,2.3378765960756126e-25,14.973162275079956,2.2385398220636024e-25,15.020304172024579
3.1259238009114704e-25,14.6577702654061,2.8713949769087135e-25,14.74998389270626,2.6433693995595532e-25,14.839821588066213,2.4816236228182535e-25,14.90837644703331,2.3611725912451706e-25,14.962396900386505,2.2605700582973757e-25,15.009671306021426
3.1643341620295836e-25,14.644510383761498,2.906563938160207e-25,14.736766531128676,2.675636554394978e-25,14.82664843191625,2.511735364019655e-25,14.895281532765608,2.389552139595177e-25,14.9494249555176,2.2873990351689715e-25,14.996861399520986
3.2110791494685286e-25,14.628588707070259,2.9493630991303533e-25,14.72089562777453,2.7149008036323437e-25,14.81083131830703,2.5483684941887852e-25,14.879560665475529,2.424066496250569e-25,14.933854910758006,2.3200149049421952e-25,14.981489295920651
3.267858194486705e-25,14.609558227274132,3.0013477354951253e-25,14.701925444475414,2.76258655023598e-25,14.791926500733576,2.5928463863988544e-25,14.860774264272864,2.46595495083636e-25,14.915253387367803,2.359580505792402e-25,14.963129234760762
3.3366623774729358e-25,14.586935572271518,3.064339775258358e-25,14.679373937531123,2.8203614314421744e-25,14.769454315858505,2.646716230497056e-25,14.838447781946998,2.5166635763468834e-25,14.893153324433262,2.407449697828165e-25,14.94132317954334
3.419796826222446e-25,14.560215471175306,3.1404481351365965e-25,14.652737170046004,2.890154275255983e-25,14.742913668891694,2.711764309421081e-25,14.812086382192286,2.5778577895735467e-25,14.867068845149838,2.4651773489915727e-25,14.915595811959738
3.5198896991723607e-25,14.528893597369319,3.2320767084000183e-25,14.621512084634277,2.9741614187725888e-25,14.711804894490305,2.7900198383125396e-25,14.781198005194913,2.6514234966953553e-25,14.8365184818738,2.5345179387487937e-25,14.885477809962788
3.6398784374774034e-25,14.49249903453762,3.341911454987679e-25,14.585228886138877,3.0748334403607725e-25,14.675662244500769,2.8837398144002307e-25,14.745326049563072,2.7394496182650214e-25,14.801057939354598,2.617405934285435e-25,14.85053852666744
3.7829609648126557e-25,14.450636583567169,3.4728752913362227e-25,14.54349326258049,3.194831827122967e-25,14.634096227855746,2.995365014092702e-25,14.704091851190547,2.8441827144414422e-25,14.760322501825081,2.7159092679975917e-25,14.810428090696158
3.9524967651104278e-25,14.403037425586756,3.6280369620042926e-25,14.496036976109185,3.3369428223575374e-25,14.586844320495091,3.127435291885391e-25,14.657245401734862,2.9679427842621006e-25,14.714077422492657,2.832145935411351e-25,14.764927163456305
