L_u,m_abs_u,L_g,m_abs_g,L_r,m_abs_r,L_i,m_abs_i,L_z,m_abs_z,L_y,m_abs_y
3.2078977160970863e-25,14.629664952630757,2.9464502536414613e-25,14.72196845076747,2.712228663291085e-25,14.811900480104194,2.5458757066039976e-25,14.88062324113579,2.421718284572911e-25,14.93490718144263,2.3177963010119295e-25,14.982528069897375
3.3983274261558746e-25,14.567053182289765,3.1207935748415784e-25,14.659553625561498,2.8721319441502386e-25,14.749705265294486,2.6949701014891945e-25,14.818831354975787,2.5620624322765304e-25,14.873741962447477,2.4502809571313554e-25,14.922176521415018
3.598529738047966e-25,14.504903493426601,3.3040627623908874e-25,14.597595512544832,3.0401455823955232e-25,14.687980280946263,2.8514547750760765e-25,14.757550013646512,2.7091355547667256e-25,14.81313939346233,2.5888714376121176e-25,14.862440023313763
3.8081186961397927e-25,14.44344004211207,3.49590104991535e-25,14.536318404474903,3.215925012756327e-25,14.626951449623688,3.0149764896568658e-25,14.697006408673335,2.8625708729338083e-25,14.753325613593406,2.7331906626572846e-25,14.803541412530743
4.0265652553307663e-25,14.382879379111383,3.6958203554103873e-25,14.475939100755877,3.3990039786770485e-25,14.566837051127303,3.1850684059275855e-25,14.637419323127512,3.021896418227469e-25,14.69451729870241,2.8827652405341137e-25,14.745693041399774
4.253194806633027e-25,14.323428046211319,3.903199057541362e-25,14.416664482884704,3.588793033943528e-25,14.507845200363553,3.3611499515538656e-25,14.578996513097579,3.186536347687829e-25,14.636919041768135,3.0370280080345484e-25,14.689094240783449
4.487189017228555e-25,14.265280323409083,4.117283758364594e-25,14.358689235748203,3.784581860547685e-25,14.450171474812269,3.5425303811605403e-25,14.521932274744481,3.355815742670833e-25,14.580720965830908,3.195323777827483e-25,14.633929055497223
4.727592406195123e-25,14.208616167530831,4.33719542258406e-25,14.302193756602342,3.9855457346048127e-25,14.39399674079888,3.7284162531737267e-25,14.466405252201312,3.5289690061655585e-25,14.526096623226323,3.3569183162996664e-25,14.580364299200745
4.97332384863387e-25,14.153599383064698,4.561940070182115e-25,14.24734229426429,4.190756257591821e-25,14.339485228061188,3.9179228331399684e-25,14.412576538636586,3.705151768172664e-25,14.47320122852043,3.521010388136023e-25,14.528547967527308
5.2231929273794445e-25,14.100376064667127,4.790423943551044e-25,14.194281360075653,4.399196219218699e-25,14.286782899909964,4.110089192783641e-25,14.360588117047552,3.8834559902249696e-25,14.422170263937598,3.686746512294832e-25,14.4786080383014
5.475920752758293e-25,14.049073347435149,5.021472791049119e-25,14.143138448981642,4.60977819111736e-25,14.236016161167248,4.303896529846775e-25,14.310561678754667,4.062927747972739e-25,14.373118485407511,3.853237895186196e-25,14.430651676579046
5.730164572698521e-25,13.999798495326054,5.253854630687598e-25,14.094021103264334,4.821366191985867e-25,14.187290937904416,4.498289009018732e-25,14.262597846404674,4.242586985275051e-25,14.32613934505802,4.0195788577940217e-25,14.384764850349809
5.984545226627916e-25,13.952638350000495,5.486305107730085e-25,14.047016343014358,5.032799541126091e-25,14.140692152037001,4.692196242006834e-25,14.216775815116375,4.421448393167456e-25,14.281304832669829,4.184865969105786e-25,14.341012350547611
