L_u,m_abs_u,L_g,m_abs_g,L_r,m_abs_r,L_i,m_abs_i,L_z,m_abs_z,L_y,m_abs_y
8.258720514416757e-26,16.102934310272452,7.633781970733536e-26,16.188366853838353,7.057735634821756e-26,16.273552766634953,6.650743009763497e-26,16.33804081683882,6.359193453799356e-26,16.386711141210675,6.129925393828569e-26,16.42657826140068
8.263498215259036e-26,16.10230638940911,7.638168719640772e-26,16.18774311528166,7.061774222533294e-26,16.272931662778177,6.654540158884423e-26,16.337421107760086,6.362818693393881e-26,16.386092362681037,6.133414769649931e-26,16.42596039682007
8.269662786539977e-26,16.101496731953286,7.643828842580766e-26,16.186938848607053,7.066985114728732e-26,16.27213079209489,6.659439524773938e-26,16.336622035012027,6.367496243528018e-26,16.385294489920792,6.13791700936501e-26,16.425163703361115
8.277616612206503e-26,16.100452964340562,7.651131786628607e-26,16.185902027192622,7.073708430804743e-26,16.271098346521228,6.665760889751311e-26,16.335591906365437,6.373531403920255e-26,16.384265908426308,6.143725962298505e-26,16.424136643545665
8.287878690068912e-26,16.099107769320042,7.66055406258357e-26,16.184565778849027,7.082382852152752e-26,16.26976773423519,6.673916702990132e-26,16.334264278654132,6.381317942037592e-26,16.382940274988442,6.151220623492476e-26,16.42281297353998
8.301118337344281e-26,16.097374720912907,7.672710187028174e-26,16.18284424754697,7.093574105367304e-26,16.268053458246303,6.684438858954554e-26,16.332553845361286,6.391363656538813e-26,16.381232411514134,6.160889734534541e-26,16.421107643457784
8.318198577367846e-26,16.09514302371333,7.688392509738259e-26,16.180627366142996,7.108011623538881e-26,16.265845910175948,6.69801316368437e-26,16.330351241663667,6.404323278705893e-26,16.37903311797574,6.173363444241668e-26,16.418911618670972
8.340231946884997e-26,16.092270911492086,7.70862243932579e-26,16.17777429628698,7.126635697720683e-26,16.26300483618219,6.715523661913285e-26,16.327516524327383,6.421040785245416e-26,16.37620266227992,6.189454022754051e-26,16.41608538046795
8.368652210404633e-26,16.088577434594548,7.734716264421041e-26,16.17410526614642,7.150658059897669e-26,16.259351206384437,6.738109589046e-26,16.323871058246027,6.442603759293626e-26,16.372562679310324,6.210208163482472e-26,16.412450839027773
8.405306399596668e-26,16.083832359859247,7.768369620538598e-26,16.16939153046672,7.181639622536745e-26,16.254657212807597,6.767238447959245e-26,16.319187534995805,6.470413137678405e-26,16.367886205041884,6.236974079850076e-26,16.407781385543675
8.452572743520713e-26,16.07774394091776,7.811765702749217e-26,16.163343210799415,7.221590064197075e-26,16.24863415366221,6.804799615762856e-26,16.31317788136745,6.506272544312902e-26,16.361885604253466,6.271487429154327e-26,16.401789843265625
8.513511446404028e-26,16.06994442279946,7.867713595228252e-26,16.15559487820536,7.273095117200203e-26,16.240918065256466,6.853223979854695e-26,16.30547891888978,6.552502450231571e-26,16.354198253440558,6.315981090472334e-26,16.394114180744914
8.592056914839316e-26,16.0599733705232,7.939824589707595e-26,16.145688963741364,7.339478789637292e-26,16.23105318411148,6.915636392366659e-26,16.295635855894968,6.612085625282356e-26,16.344370061063547,6.373324990116242e-26,16.384301071753367
