L_u,m_abs_u,L_g,m_abs_g,L_r,m_abs_r,L_i,m_abs_i,L_z,m_abs_z,L_y,m_abs_y
1.0371174667941016e-24,13.355646362061385,9.48252001321856e-25,13.452906813558592,8.628742418210676e-25,13.55534747149458,7.938207817093677e-25,13.645910072821241,7.368404257713135e-25,13.726782621404647,6.868725493362761e-25,13.803025832812354
1.0366034871553898e-24,13.356184569781785,9.477854514089902e-25,13.453441138596549,8.624590297028865e-25,13.555870049764538,7.934514054507932e-25,13.646415399113222,7.365096635336249e-25,13.727270109809831,6.86574966970453e-25,13.803496321782177
1.036089856043764e-24,13.356722679200649,9.473192132555353e-25,13.453975369410177,8.620440839241829e-25,13.556392544226954,7.930822542329707e-25,13.64692065262235,7.361790933617417e-25,13.72775753392871,6.862775501735412e-25,13.803966752779433
1.035576573226664e-24,13.35726069028326,9.468532866617714e-25,13.454509505959868,8.616294043298835e-25,13.556914954835063,7.927133279383241e-25,13.647425833298493,7.358487151645138e-25,13.728244893710825,6.859802988732686e-25,13.80443712575473
1.0350636384716664e-24,13.357798602994919,9.463876714280832e-25,13.455043548206033,8.612149907649767e-25,13.557437281542132,7.923446264493082e-25,13.647930941091536,7.355185288508068e-25,13.728732189105749,6.856832129973688e-25,13.804907440658697
1.034551051546484e-24,13.358336417300952,9.459223673549565e-25,13.455577496109118,8.608008430745083e-25,13.55795952430145,7.919761496484061e-25,13.648435975951397,7.351885343294998e-25,13.729219420063071,6.853862924735824e-25,13.80537769744198
1.0340388122189762e-24,13.358874133166708,9.454573742429899e-25,13.456111349629584,8.603869611035912e-25,13.558481683066336,7.916078974181393e-25,13.64894093782801,7.348587315094939e-25,13.729706586532396,6.850895372296608e-25,13.805847896055235
1.0335269202571387e-24,13.359411750557552,9.449926918928825e-25,13.456645108727932,8.599733446973971e-25,13.55900375779013,7.912398696410589e-25,13.649445826671336,7.3452912029970365e-25,13.730193688463347,6.847929471933624e-25,13.806318036449136
1.0330153754291094e-24,13.359949269438877,9.445283201054429e-25,13.457178773364674,8.59559993701161e-25,13.559525748426205,7.908720661997504e-25,13.649950642431344,7.341997006090631e-25,13.730680725805563,6.844965222924548e-25,13.806788118574364
1.0325041775031666e-24,13.360486689776087,9.440642586815848e-25,13.457712343500354,8.591469079601814e-25,13.560047654927953,7.905044869768328e-25,13.650455385058047,7.338704723465228e-25,13.731167698508703,6.8420026245471415e-25,13.807258142381622
1.0319933262477283e-24,13.361024011534614,9.43600507422328e-25,13.458245819095543,8.587340873198165e-25,13.560569477248793,7.901371318549565e-25,13.650960054501459,7.33541435421051e-25,13.731654606522442,6.839041676079252e-25,13.807728107821623
1.0314828214313506e-24,13.361561234679915,9.43137066128797e-25,13.458779200110836,8.583215316254865e-25,13.561091215342179,7.897700007168048e-25,13.651464650711631,7.332125897416313e-25,13.732141449796478,6.836082376798809e-25,13.808198014845093
