L_u,m_abs_u,L_g,m_abs_g,L_r,m_abs_r,L_i,m_abs_i,L_z,m_abs_z,L_y,m_abs_y
4.232978382527549e-26,16.82860110705188,3.9338002418532044e-26,16.90818547674862,3.649341736203038e-26,16.98967989845156,3.4449940195382617e-26,17.05224505269778,3.2974770075861563e-26,17.09976179345758,3.181235416944704e-26,17.138726711379718
4.232979544379726e-26,16.828600809043085,3.933801311199048e-26,16.90818518160721,3.6493427221252597e-26,16.989679605124326,3.444994947265008e-26,17.052244760312256,3.2974778939391193e-26,17.099761501614648,3.181236270963291e-26,17.138726419908433
4.23298157605101e-26,16.828600287930588,3.9338031811092474e-26,16.90818466550877,3.6493444461568494e-26,16.989679092198244,3.4449965695331565e-26,17.05224424903289,3.297479443859056e-26,17.099760991284068,3.1812377643417615e-26,17.13872591022775
4.232985128730254e-26,16.828599376688526,3.933806450925187e-26,16.908183763034522,3.64934746088235e-26,16.989678195271324,3.444999406310151e-26,17.05224335498549,3.297482154124446e-26,17.099760098895775,3.1812403757359933e-26,17.13872501897588
4.2329913411178893e-26,16.828597783248195,3.9338121686842637e-26,16.90818218492599,3.649352732577873e-26,16.989676626863105,3.445004366836258e-26,17.05224179161253,3.297486893426211e-26,17.099758538424005,3.181244942146841e-26,17.138723460491313
4.2330022044004456e-26,16.82859499688671,3.9338221670352274e-26,16.908179425374346,3.6493619509204133e-26,16.98967388427385,3.445013041052839e-26,17.05223905782815,3.297495180799159e-26,17.09975580971277,3.181252927194336e-26,17.138720735254985
4.233021200462168e-26,16.828590124537328,3.9338396506354276e-26,16.908174599905696,3.6493780705599955e-26,16.989669088466282,3.445028209207383e-26,17.052234277417135,3.2975096725001815e-26,17.099751038172847,3.1812668902344116e-26,17.138715969791434
4.233054417890718e-26,16.828581604565045,3.933870223300088e-26,16.90816616191054,3.649406258137018e-26,16.989660702337435,3.445054732971685e-26,17.052225918211175,3.297535013385199e-26,17.099742694479172,3.1812913066773714e-26,17.1387076367231
4.2331125034724477e-26,16.828566706295344,3.933923684118869e-26,16.908151406987578,3.6494555482764515e-26,16.989646038108866,3.445101113688291e-26,17.052211301060463,3.2975793256623957e-26,17.099728104453526,3.181334002430845e-26,17.13869306527717
4.2332140746511386e-26,16.828540654971892,3.934017168211978e-26,16.908125606319686,3.649541739319878e-26,16.989620396028812,3.4451822171767997e-26,17.05218574130056,3.297656812179871e-26,17.09970259212443,3.181408662218343e-26,17.138667585436604
4.233391686654852e-26,16.82849510193959,3.934180638744821e-26,16.90808049157288,3.649692456881463e-26,16.98957555858178,3.445324038403148e-26,17.052141047794926,3.297792308603433e-26,17.099657981554323,3.1815392156908774e-26,17.138623031674882
4.2337022667034137e-26,16.828415450525494,3.934466490332497e-26,16.908001606495695,3.64995600803602e-26,16.989497158359683,3.4455720330272367e-26,17.052062899252476,3.2980292433971616e-26,17.099579978023815,3.1817675070205365e-26,17.138545127474202
4.234245359147429e-26,16.82827618298255,3.934966341400801e-26,16.907863678791326,3.650416863586722e-26,16.989360078359518,3.446005685779249e-26,17.05192625928033,3.2984435564778793e-26,17.099443591586372,3.182166705784018e-26,17.138408914705032
4.2351950278709993e-26,16.828032698248514,3.93584039620692e-26,16.907622536305304,3.651222729265241e-26,16.989120417791295,3.446763983656728e-26,17.051687367948578,3.299168036334337e-26,17.099205143474695,3.182864756211828e-26,17.138170770202596
4.236855636363158e-26,16.82760706746409,3.937368782733733e-26,16.90720099927507,3.6526318780146224e-26,16.988701470833465,3.4480899540868817e-26,17.05126976544874,3.300434871767402e-26,17.098788315634838,3.184085376490325e-26,17.137754473037628
4.23975936880243e-26,16.826863212149288,3.9400413061680025e-26,16.906464296341177,3.655095899779133e-26,16.987969293110982,3.450408529482923e-26,17.05053993667463,3.30265004344825e-26,17.09805984031921,3.186219736069054e-26,17.13702692498008
4.244836702182956e-26,16.82556376423526,3.944714338910476e-26,16.905177336628803,3.659404346793313e-26,16.986690234448634,3.4544626521699187e-26,17.049264979280117,3.306523357524707e-26,17.096787246137904,3.1899517442992056e-26,17.135755950092683
4.253714322175979e-26,16.82329543474784,3.95288498849751e-26,16.902930787298978,3.666937496948929e-26,16.984457464829987,3.4615511105099543e-26,17.047039362381508,3.313295670541872e-26,17.0945657509681,3.1964769821288825e-26,17.13353727993283
4.269235514433116e-26,16.81934094966297,3.9671699704636565e-26,16.89901421373887,3.6801078202710465e-26,16.98056487629716,3.4739439243123855e-26,17.043159223796707,3.325135736411058e-26,17.090692787304224,3.207885059756764e-26,17.12966923626921
