L_u,m_abs_u,L_g,m_abs_g,L_r,m_abs_r,L_i,m_abs_i,L_z,m_abs_z,L_y,m_abs_y
1.0371174667941021e-24,13.355646362061384,9.482520013218567e-25,13.452906813558592,8.62874241821068e-25,13.555347471494578,7.9382078170936805e-25,13.645910072821241,7.36840425771314e-25,13.726782621404645,6.868725493362764e-25,13.803025832812354
1.0344818463304314e-24,13.358409048923901,9.458595455248818e-25,13.455649605832678,8.607449271437603e-25,13.558030053881911,7.919263990400915e-25,13.648504182214111,7.351439787585523e-25,13.72928522231676,6.8534620197205395e-25,13.805441207585886
1.0318483170048908e-24,13.36117658310981,9.434688670659811e-25,13.458397299166235,8.58616902118123e-25,13.560717649890403,7.900328505593758e-25,13.651103358044136,7.334480298227705e-25,13.731792867692437,6.838201121568602e-25,13.807861558763298
1.0292168807870282e-24,13.363948981700293,9.41079968293566e-25,13.46114991053645,8.56490169542068e-25,13.56341027681416,7.881401389879934e-25,13.653707618131056,7.317525813062445e-25,13.734305575707053,6.822942817789281e-25,13.810286904663878
1.0265875396473101e-24,13.366726261871781,9.386928515567181e-25,13.46390745701442,8.543647322166394e-25,13.566107952040719,7.862482670523757e-25,13.656316980390157,7.300576355578975e-25,13.736823364634146,6.807687127330351e-25,13.81271726370711
1.0239602955570847e-24,13.369508440896709,9.36307519205147e-25,13.466669955765921,8.522405929459758e-25,13.568810693051818,7.843572374845924e-25,13.65893146283301,7.283631949332962e-25,13.739346252846195,6.792434069205047e-25,13.815152654413453
1.0213351504885429e-24,13.372295536144296,9.33923973589148e-25,13.469437424052172,8.501177545372724e-25,13.57151851742413,7.824670530223261e-25,13.661551083568234,7.266692617946374e-25,13.741874258815374,6.777183662492059e-25,13.817593095405122
1.0187121064146826e-24,13.375087565081323,9.315422170595609e-25,13.472209879230613,8.479962198007413e-25,13.57423144283004,7.805777164088519e-25,13.664175860802251,7.249758385107418e-25,13.744407401114334,6.761935926335535e-25,13.820038605406886
1.016091165309269e-24,13.377884545272932,9.291622519677285e-25,13.474987338755687,8.458759915495737e-25,13.576949487038398,7.78689230393014e-25,13.666805812840067,7.232829274570464e-25,13.74694569841699,6.746690879945082e-25,13.822489203246867
1.0134723291468016e-24,13.380686494383415,9.267840806654554e-25,13.477769820179626,8.43757072599903e-25,13.57967266791531,7.768015977292043e-25,13.669440958086033,7.215905310155954e-25,13.74948916949931,6.731448542595789e-25,13.824944907857342
