L_u,m_abs_u,L_g,m_abs_g,L_r,m_abs_r,L_i,m_abs_i,L_z,m_abs_z,L_y,m_abs_y
1.0371174667941014e-24,13.355646362061385,9.482520013218557e-25,13.452906813558593,8.628742418210671e-25,13.55534747149458,7.938207817093677e-25,13.645910072821241,7.368404257713133e-25,13.726782621404647,6.8687254933627605e-25,13.803025832812354
1.0335771283036211e-24,13.359359007500053,9.450382696672198e-25,13.45659274404106,8.600139142219896e-25,13.55895253903669,7.912759681327637e-25,13.64939629359438,7.345614510676387e-25,13.730145900143192,6.848220393126739e-25,13.806271912001717
1.030041109379648e-24,13.363079838663271,9.41828241301698e-25,13.460286961259795,8.571563557858115e-25,13.562566109070472,7.8873305324444055e-25,13.652891130783752,7.322837274006634e-25,13.733517774794468,6.827723108557422e-25,13.809526482425666
1.0265094066302914e-24,13.366808899806205,9.386219146039758e-25,13.463989509123392,8.543015670285456e-25,13.566188226031791,7.861920383263836e-25,13.656394629841616,7.300072558974661e-25,13.736898291470148,6.80723364606405e-25,13.812789590390075
1.0229820166666525e-24,13.370546235547023,9.354192879520686e-25,13.467700431899907,8.514495484684192e-25,13.569818934714664,7.836529246672437e-25,13.659906836583968,7.277320376931577e-25,13.74028749665234,6.786752012126069e-25,13.816061282575886
1.019458936102789e-24,13.374291890870925,9.322203597232759e-25,13.471419774220834,8.48600300625833e-25,13.573458280275217,7.811157135623309e-25,13.663427797194522,7.254580739309022e-25,13.743685437197625,6.766278213293417e-25,13.819341606043205
1.0159401615557462e-24,13.378045911134166,9.29025128294195e-25,13.475147581085107,8.45753824023371e-25,13.577106308235628,7.785804063136535e-25,13.666957558228686,7.231853657619759e-25,13.747092160341102,6.74581225618719e-25,13.822630608235404
1.0124256896455378e-24,13.381808342068156,9.258335920406892e-25,13.478883897863186,8.429101191857703e-25,13.580763064488192,7.760470042299219e-25,13.670496166617633,7.209139143457999e-25,13.750507713700513,6.725354147500033e-25,13.825928336983315
1.0089155169951518e-24,13.385579229783637,9.226457493378798e-25,13.482628770301183,8.400691866399135e-25,13.584428595299384,7.735155086265718e-25,13.674043669672404,7.186437208499853e-25,13.753932145280407,6.704903893996663e-25,13.82923484050946
1.0054096402305575e-24,13.389358620774864,9.194615985601352e-25,13.48638224452503,8.372310269148174e-25,13.588102947314015,7.709859208257855e-25,13.677600115088072,7.163747864503797e-25,13.757365503476386,6.684461502514408e-25,13.832550167432354
1.0019080559806913e-24,13.39314656192391,9.162811380810458e-25,13.490144367044751,8.343956405416075e-25,13.591786167559437,7.684582421565014e-25,13.681165550947979,7.141071123311017e-25,13.760807837079389,6.66402697996364e-25,13.83587436677085
9.984107608774732e-25,13.396943100504975,9.131043662734234e-25,13.493915184758745,8.31563028053517e-25,13.595478303449797,7.6593247395444205e-25,13.68474002572801,7.118406996845966e-25,13.764259195280033,6.643600333328382e-25,13.839207487948562
9.949177515558e-25,13.4007482841888,9.099312815092807e-25,13.497694744958153,8.287331899858645e-25,13.599179402790359,7.63408617562127e-25,13.688323588300932,7.09575549711672e-25,13.767719627673033,6.623181569666771e-25,13.842549580798336
9.914290246535412e-25,13.40456216104711,9.067618821598123e-25,13.501483095331288,8.259061268760375e-25,13.602889513781895,7.608866743288899e-25,13.691916287940812,7.073116636215421e-25,13.771189184261674,6.602770696111583e-25,13.845900695566794
9.879445768115584e-25,13.408384779557121,9.035961665953962e-25,13.505280283968112,8.230818392634887e-25,13.60660868502511,7.583666456109071e-25,13.695518174327468,7.05049042631884e-25,13.774667915462322,6.5823677198708365e-25,13.849260882918923
9.84464404673681e-25,13.412216188606147,9.004341331855607e-25,13.509086359364808,8.202603276897051e-25,13.610336965525166,7.558485327712014e-25,13.699129297551009,7.027876879688651e-25,13.778155872109053,6.561972648228206e-25,13.852630193942757
9.809885048867369e-25,13.416056437496216,8.972757802989923e-25,13.512901370428354,8.174415926982125e-25,13.614074404696238,7.533323371796783e-25,13.702749708116404,7.005276008672098e-25,13.781653105458282,6.541585488543733e-25,13.856008680154082
9.775168741005255e-25,13.419905575948817,8.941211063035005e-25,13.516725366481252,8.146256348345403e-25,13.617821052366162,7.508180602131288e-25,13.706379456948172,6.982687825702257e-25,13.78515966719351,6.521206248254208e-25,13.859396393501262
9.740495089678348e-25,13.423763654109646,8.909701095660144e-25,13.520558397266244,8.118124546462165e-25,13.621576958781127,7.483057032552544e-25,13.710018595395082,6.960112343298604e-25,13.788675609430104,6.5008349348738e-25,13.862793386370088
9.705864061444655e-25,13.427630722553447,8.878227884525923e-25,13.524400512951106,8.090020526827733e-25,13.625342174610417,7.457952676967077e-25,13.713667175234923,6.937549574067643e-25,13.792200984720141,6.480471555994783e-25,13.866199711588688
9.671275622891777e-25,13.431506832288981,8.84679141328356e-25,13.5282517641336,8.061944294956828e-25,13.62911675095131,7.432867549350676e-25,13.717325248679405,6.914999530702994e-25,13.795735846057388,6.460116119287743e-25,13.869615422432583
9.636729740637484e-25,13.43539203476395,8.815391665575292e-25,13.532112201846354,8.033895856383911e-25,13.632900739333923,7.407801663749004e-25,13.720992868379053,6.892462225986263e-25,13.799280246882237,6.4397686325025e-25,13.873040572629703
9.602226381329472e-25,13.439286381870094,8.784028625033991e-25,13.535981877561928,8.005875216662775e-25,13.636694191726205,7.382755034277602e-25,13.724670087428214,6.8699376727873335e-25,13.80283424108681,6.419429103468533e-25,13.876475216365568
9.567765511645448e-25,13.443189925948298,8.752702275283084e-25,13.539860843197895,7.977882381366457e-25,13.640497160539002,7.357727675122127e-25,13.728356959370117,6.847425884064888e-25,13.806397883020093,6.399097540095582e-25,13.879919408288492
9.533347098293112e-25,13.447102719793824,8.721412599936387e-25,13.543749151122025,7.949917356087032e-25,13.64430969863116,7.332719600538514e-25,13.732053538202033,6.824926872866882e-25,13.809971227493156,6.378773950374237e-25,13.883373203514884
9.498971108010331e-25,13.45102481666156,8.690159582598117e-25,13.547646854157511,7.9219801464355975e-25,13.648131859314715,7.307730824853289e-25,13.73575987838046,6.802440652331136e-25,13.813554329784427,6.358458342376614e-25,13.8868366576346
9.464637507565103e-25,13.454956270271396,8.658943206862674e-25,13.551554005588304,7.894070758042019e-25,13.651963696360175,7.282761362463699e-25,13.739476034826433,6.779967235685784e-25,13.817147245645067,6.338150724256921e-25,13.890309826716406
9.430346263755444e-25,13.458897134813666,8.6277634563144e-25,13.55547065916452,7.86618919655468e-25,13.655805264001874,7.257811227837841e-25,13.743202062930905,6.757506636249689e-25,13.820750031304422,6.31785110425199e-25,13.893792767313503
9.396097343409782e-25,13.462847464954638,8.596620314527779e-25,13.559396869107895,7.838335467640626e-25,13.659656616943368,7.232880435515098e-25,13.746938018560146,6.735058867433192e-25,13.824362743475522,6.297559490682114e-25,13.89728553646911
9.361890713386573e-25,13.466807315842138,8.565513765066932e-25,13.563332690117376,7.8105095769850325e-25,13.663517810362979,7.20796900010605e-25,13.750683958061325,6.712623942738341e-25,13.827985439360715,6.2772758919514145e-25,13.900788191722182
9.327726340574714e-25,13.470776743111204,8.534443791485818e-25,13.56727817737473,7.78271153029136e-25,13.667388899919347,7.183076936292948e-25,13.754439938268066,6.690201875759667e-25,13.831618176657313,6.2570003165487045e-25,13.904300791113144
9.293604191893347e-25,13.474755802889863,8.503410377327903e-25,13.571233386550293,7.754941333280999e-25,13.671269941757126,7.158204258829757e-25,13.758206016506168,6.667792680184553e-25,13.8352610135634,6.236732773047996e-25,13.907823393189773
9.259524234292067e-25,13.478744551804978,8.472413506126197e-25,13.57519837380877,7.727198991693241e-25,13.675160992512717,7.133350982542469e-25,13.761982250599369,6.645396369793866e-25,13.838914008783641,6.216473270109242e-25,13.911356057013116
9.225486434750939e-25,13.482743046988158,8.441453161403087e-25,13.579173195815113,7.699484511285095e-25,13.67906210932011,7.108517122329309e-25,13.765768698875178,6.623012958462476e-25,13.84257722153525,6.196221816478968e-25,13.914898842163513
9.191490760280376e-25,13.486751346081828,8.41052932667009e-25,13.583157909740553,7.671797897830974e-25,13.682973349816827,7.083702693160814e-25,13.76956542017087,6.600642460159687e-25,13.84625071155401,6.175978420990864e-25,13.918451808746747
9.157537177921532e-25,13.490769507245288,8.379641985428022e-25,13.58715257326861,7.64413915712282e-25,13.686894772149904,7.058907710080296e-25,13.77337247383946,6.57828488895001e-25,13.849934539100364,6.155743092566618e-25,13.922015017400188
9.123625654746038e-25,13.494797589160951,8.348791121166606e-25,13.59115724460131,7.616508294969666e-25,13.690826434982032,7.034132188203816e-25,13.77718991975587,6.555940258993498e-25,13.85362876496565,6.135515840216449e-25,13.925588529299148
9.089756157856198e-25,13.498835651040642,8.317976717364502e-25,13.595171982465418,7.588905317197612e-25,13.69476839749773,7.009376142720541e-25,13.781017818323122,6.533608584546403e-25,13.857333450478388,6.115296673039861e-25,13.929172406163236
9.055928654385139e-25,13.50288375263195,8.287198757489234e-25,13.599196846118783,7.561330229649699e-25,13.698720719409634,6.984639588892971e-25,13.784856230478644,6.511289879961789e-25,13.861048657510654,6.095085600226388e-25,13.932766710262849
9.022143111496768e-25,13.506941954224766,8.256457224997027e-25,13.603231895356792,7.533783038185679e-25,13.702683460964879,6.959922542057133e-25,13.788705217700668,6.488984159690042e-25,13.864774448484587,6.074882631056249e-25,13.936371504425752
8.988399496385748e-25,13.511010316657847,8.225752103332609e-25,13.607277190518936,7.50626374868177e-25,13.706656682951618,6.935225017622723e-25,13.792564842014757,6.46669143827939e-25,13.868510886378964,6.054687774901012e-25,13.939986852043777
8.954697776277821e-25,13.515088901325498,8.195083375929316e-25,13.611332792495409,7.478772367030698e-25,13.710640446705545,6.910547031073495e-25,13.796435166000357,6.444411730376622e-25,13.872258034735882,6.034501041224447e-25,13.943612817079579
8.921037918429736e-25,13.519177770184356,8.164451026208886e-25,13.61539876273389,7.451308899141404e-25,13.71463481411661,6.885888597967416e-25,13.800316252797517,6.422145050727611e-25,13.876015957667537,6.014322439583195e-25,13.947249464073522
8.887419890129208e-25,13.523276985760317,8.133855037581237e-25,13.619475163246392,7.423873350938805e-25,13.718639847635812,6.861249733936798e-25,13.804208166113698,6.3998914141778225e-25,13.879784719863135,5.994151979627433e-25,13.950896858150694
