L_u,m_abs_u,L_g,m_abs_g,L_r,m_abs_r,L_i,m_abs_i,L_z,m_abs_z,L_y,m_abs_y
1.3363549459279112e-25,15.580411670127372,1.231767730069169e-25,15.66889417791486,1.136799847903579e-25,15.756006216451462,1.0701771187788804e-25,15.821577080528323,1.0224236018996345e-25,15.871139067735788,9.845699261621342e-26,15.912099818364442
1.3363552273914785e-25,15.58041144144924,1.2317679881867424e-25,15.668893950398294,1.13680008534597e-25,15.756005989674714,1.0701773418461065e-25,15.821576854217993,1.0224238145491806e-25,15.871138841918146,9.845701303065768e-26,15.912099593243823
1.336355574595209e-25,15.580411159359864,1.231768306591661e-25,15.668893669741784,1.1368003782466983e-25,15.75600570993082,1.0701776170141281e-25,15.821576575049454,1.022424076866312e-25,15.871138563357372,9.845703821321049e-26,15.912099315542877
1.3363560028937262e-25,15.580410811384263,1.2317686993649595e-25,15.668893323533718,1.136800739558909e-25,15.756005364848521,1.0701779564518849e-25,15.821576230676897,1.022424400451654e-25,15.871138219734533,9.845706927753685e-26,15.912098972980688
1.336356531227966e-25,15.580410382133751,1.2317691838765173e-25,15.668892896463575,1.1368011852611572e-25,15.756004939167084,1.0701783751705624e-25,15.821575805870967,1.0224247996153404e-25,15.871137795853429,9.845710759741527e-26,15.91209855040797
1.3363571829628049e-25,15.580409852625404,1.2317697815532122e-25,15.668892369644851,1.1368017350640293e-25,15.75600441406142,1.070178891687435e-25,15.821575281845305,1.0224252920098517e-25,15.871137272968598,9.845715486749111e-26,15.912098029137118
1.3363579869203396e-25,15.580409199442595,1.2317705188264902e-25,15.668891719779866,1.136802413281817e-25,15.756003766309608,1.070179528844765e-25,15.821574635425739,1.0224258994106705e-25,15.871136627956323,9.845721317821956e-26,15.912097386115793
1.3363589786545054e-25,15.580408393699447,1.231771428301266e-25,15.668890918129467,1.1368032499077842e-25,15.75600296726594,1.0701803148199739e-25,15.821573838025486,1.022426648679274e-25,15.871135832292058,9.845728510831334e-26,15.912096592907494
1.336360202023389e-25,15.58040739976346,1.231772550197816e-25,15.668889929242146,1.1368042819405693e-25,15.756001981594189,1.070181284371736e-25,15.82157285438099,1.0224275729510379e-25,15.87113485078902,9.845737383878178e-26,15.912095614434053
1.3363617111287847e-25,15.580406173679776,1.2317739341304593e-25,15.668888709386312,1.136805555020388e-25,15.756000765704965,1.070182480377132e-25,15.82157164099252,1.0224287131005933e-25,15.871133640042169,9.84574832936057e-26,15.912094407424414
1.3363635727087578e-25,15.580404661227458,1.2317756413016702e-25,15.66888720461644,1.136807125447405e-25,15.755999265828153,1.0701839557278144e-25,15.821570144200546,1.0224301195494435e-25,15.871132146508815,9.845761831326956e-26,15.912092918501157
1.3363658690890157e-25,15.580402795521827,1.231777747208647e-25,15.66888534838758,1.1368090626714993e-25,15.75599741563519,1.0701857756690453e-25,15.821568297812929,1.0224318544957592e-25,15.871130304140916,9.845778486882189e-26,15.91209108182012
1.336368701823609e-25,15.580400494056846,1.2317803449820323e-25,15.668883058612783,1.1368114523635572e-25,15.755995133306042,1.0701880206850442e-25,15.821566020177915,1.022433994664975e-25,15.871128031464494,9.845799032593414e-26,15.912088816158825
1.3363721961859578e-25,15.58039765505684,1.2317835495044341e-25,15.668880234033319,1.1368144002040995e-25,15.755992317911241,1.0701907900582434e-25,15.821563210573624,1.0224366347028179e-25,15.871125227976952,9.845824377063205e-26,15.912086021324914
1.3363765067087954e-25,15.580394152976229,1.2317875024908536e-25,15.668876749741305,1.136818036556764e-25,15.755988844949053,1.0701942062598292e-25,15.821559744754389,1.0224398913607978e-25,15.871121769703134,9.845855641110399e-26,15.912082573725936
1.3363818240180044e-25,15.580389832948448,1.231792378755687e-25,15.668872451656785,1.1368225222333225e-25,15.755984560840536,1.0701984203657337e-25,15.821555469457142,1.0224439086592563e-25,15.871117503713661,9.845894207335489e-26,15.912078320904609
1.336388383262545e-25,15.580384503938678,1.231798393943429e-25,15.668867149715261,1.1368280556051509e-25,15.755979276139195,1.0702036187375575e-25,15.821550195625038,1.0224488642562688e-25,15.871112241363319,9.845941781262213e-26,15.912073074798082
1.3363964745132057e-25,15.580377930297885,1.2318058140648944e-25,15.668860609464605,1.1368348813755958e-25,15.755972757155245,1.070210031263837e-25,15.821543690048935,1.0224549773040165e-25,15.871105749950738,9.846000466758858e-26,15.912066603423384
1.336406455590005e-25,15.580369821345057,1.231814967260638e-25,15.668852541700213,1.1368433014011437e-25,15.755964715624433,1.0702179415260716e-25,15.82153566505748,1.0224625181400187e-25,15.871097742430944,9.846072859074174e-26,15.912058620621737
1.3364187678853624e-25,15.580359818517548,1.2318262583116618e-25,15.668842589680608,1.1368536880398069e-25,15.75595479596522,1.0702276993389611e-25,15.821525765800493,1.0224718202416894e-25,15.871087864726436,9.84616215960113e-26,15.912048773408852
1.3364339558826727e-25,15.580347479522278,1.2318401865389946e-25,15.6688303133591,1.136866500616937e-25,15.755942559561694,1.0702397362193293e-25,15.821513554564206,1.0224832949727836e-25,15.871075680076615,9.846272317442744e-26,15.912036626372688
1.3364526912331526e-25,15.580332258788285,1.2318573678834524e-25,15.668815169935597,1.1368823057363746e-25,15.755927465378603,1.0702545844675637e-25,15.821498491426192,1.0224974497736337e-25,15.871060649734844,9.84640820403793e-26,15.912021642430204
1.3364758024553425e-25,15.58031348335847,1.2318785621416624e-25,15.668796489870749,1.136901802334837e-25,15.755908846053448,1.0702729007051184e-25,15.821479910396622,1.0225149105992943e-25,15.871042109161738,9.846575828567064e-26,15.912003159094231
1.3365043115700355e-25,15.580290323157744,1.231904706562226e-25,15.668773447305014,1.1369258525869758e-25,15.755885878411705,1.0702954949084468e-25,15.82145698999415,1.0225364495973777e-25,15.871019238665193,9.846782603657764e-26,15.911980359204309
1.3365394792897987e-25,15.580261754327918,1.2319369572868756e-25,15.668745023579662,1.136955520027023e-25,15.755857547106341,1.0703233662225728e-25,15.821428716960243,1.0225630192488219e-25,15.870991027193858,9.847037673133877e-26,15.911952234832189
1.3365828607600357e-25,15.580226514015756,1.231976740467906e-25,15.668709962254237,1.1369921165715954e-25,15.755822599781455,1.0703577471368708e-25,15.821393841515063,1.0225957944802071e-25,15.870956227690662,9.847352316289624e-26,15.91191754277359
