L_u,m_abs_u,L_g,m_abs_g,L_r,m_abs_r,L_i,m_abs_i,L_z,m_abs_z,L_y,m_abs_y
1.048433711416309e-25,15.843863791394405,9.676577467146023e-26,15.930911789068825,8.93799723598833e-26,16.017115693430817,8.418312634142139e-26,16.08215360780018,8.04631296151366e-26,16.131223932343417,7.753076090698788e-26,16.17153111781291
1.0484337115725088e-25,15.843863791232648,9.67657746857928e-26,15.930911788908011,8.937997237307298e-26,16.017115693270593,8.418312635381855e-26,16.08215360764029,8.046312962696616e-26,16.131223932183794,7.753076091836312e-26,16.171531117653615
1.0484337119254524e-25,15.843863790867147,9.676577471817806e-26,15.93091178854464,8.93799724028758e-26,16.01711569290857,8.418312638183059e-26,16.08215360727901,8.046312965369572e-26,16.131223931823115,7.753076094406618e-26,16.17153111729367
1.048433712722958e-25,15.843863790041265,9.676577479135545e-26,15.930911787723568,8.93799724702179e-26,16.017115692090535,8.418312644512628e-26,16.08215360646267,8.046312971409352e-26,16.131223931008133,7.75307610021445e-26,16.171531116480345
1.0484337145249787e-25,15.843863788175131,9.676577495670482e-26,15.93091178586831,8.937997262238207e-26,16.017115690242132,8.418312658814727e-26,16.08215360461808,8.046312985056655e-26,16.131223929166623,7.753076113337648e-26,16.17153111464258
1.0484337185967486e-25,15.843863783958492,9.676577533032132e-26,15.930911781676237,8.937997296620579e-26,16.017115686065562,8.418312691131156e-26,16.08215360045013,8.046313015893531e-26,16.13122392500562,7.753076142990278e-26,16.171531110490044
1.0484337277971897e-25,15.843863774430703,9.676577617453323e-26,15.93091177220397,8.937997374309893e-26,16.01711567662831,8.418312764152323e-26,16.082153591032363,8.046313085571551e-26,16.131223915603556,7.75307620999241e-26,16.171531101107107
1.0484337485861859e-25,15.84386375290205,9.676577808208501e-26,15.930911750800762,8.937997549853964e-26,16.017115655304234,8.418312929148403e-26,16.0821535697523,8.04631324301357e-26,16.131223894358982,7.753076361388092e-26,16.17153107990574
1.0484337955602913e-25,15.843863704256647,9.676578239232394e-26,15.930911702438806,8.93799794650734e-26,16.017115607121077,8.418313301967914e-26,16.082153521668598,8.046313598764184e-26,16.131223846355468,7.753076703476608e-26,16.171531031999873
1.048433901701356e-25,15.843863594339176,9.676579213159083e-26,15.93091159316181,8.937998842771598e-26,16.017115498248096,8.418314144377993e-26,16.08215341302034,8.04631440260597e-26,16.131223737888394,7.753077476447995e-26,16.17153092375343
