L_u,m_abs_u,L_g,m_abs_g,L_r,m_abs_r,L_i,m_abs_i,L_z,m_abs_z,L_y,m_abs_y
7.39240668282122e-26,16.223251606067322,6.838227580262358e-26,16.307857357789146,6.325247970548235e-26,16.392522343597232,5.962000939499953e-26,16.456736133152283,5.701576862651634e-26,16.50522877498845,5.496858487446196e-26,16.544929842186544
7.399896544584206e-26,16.222152113357545,6.845106852319827e-26,16.30676565380409,6.331582560453001e-26,16.391435547948145,5.967957604113268e-26,16.455651910278572,5.70726479564312e-26,16.50414617686399,5.502334859325092e-26,16.543848690955993
7.408672699572784e-26,16.220865211136523,6.853167528588507e-26,16.30548786233539,6.339004998561854e-26,16.390163497908375,5.974937206434736e-26,16.454382869913033,5.71392950721902e-26,16.502879038019895,5.508751662421642e-26,16.54258324703897
7.418955899553366e-26,16.219359259697963,6.862612349707346e-26,16.303992564809764,6.347701964592224e-26,16.388674914244028,5.983115283956241e-26,16.452897805979443,5.721738610212024e-26,16.501396199050273,5.516270266310259e-26,16.54110239343716
7.431004721533344e-26,16.21759739036338,6.873678791624703e-26,16.30224314946564,6.357892119738074e-26,16.386933347077196,5.992697445569332e-26,16.45116035362639,5.730888429891849e-26,16.499661349469957,5.525079681205814e-26,16.5393698692857
7.445122025678094e-26,16.21553668288417,6.886644994588701e-26,16.30019699410162,6.369831564824542e-26,16.38489636200135,6.00392450328284e-26,16.44912817712819,5.741608903251398e-26,16.497632216821934,5.535401273488577e-26,16.53734346017544
7.461662506681032e-26,16.21312722879966,6.901836695531985e-26,16.29780453541462,6.383820221890903e-26,16.38251461318501,6.017078471974403e-26,16.44675204499108,5.754169306811853e-26,16.495259643157155,5.547494278335322e-26,16.534974076049103
7.481041520165289e-26,16.21031107071867,6.919635330295168e-26,16.295008214906414,6.400209292279561e-26,16.379730793449312,6.032489581009372e-26,16.443974782256902,5.768884950155345e-26,16.492486538894386,5.561662241331039e-26,16.532204706712225
7.503745394445309e-26,16.207021008965082,6.940487498423873e-26,16.2917412927808,6.419409968451933e-26,16.37647845272988,6.05054446422297e-26,16.44073009141292,5.786124993981659e-26,16.48924670548298,5.578260541630514e-26,16.528969246420473
7.530343470716015e-26,16.203179269731915,6.964916013191011e-26,16.287926523914262,6.44190360421298e-26,16.372680678966702,6.07169572052921e-26,16.436941235936924,5.806321576017966e-26,16.48546352090961,5.597705172733048e-26,16.525191181630657
7.56150215178663e-26,16.19869603328156,6.993532793322391e-26,16.283474694314386,6.468253579058443e-26,16.3682486397584,6.096473066527238e-26,16.432519584781456,5.829980455803086e-26,16.48104848636123,5.620482983419956e-26,16.52078214028294
