L_u,m_abs_u,L_g,m_abs_g,L_r,m_abs_r,L_i,m_abs_i,L_z,m_abs_z,L_y,m_abs_y
1.539282373862443e-25,15.426920492611625,1.4178347599587194e-25,15.516152184964064,1.3079425534348023e-25,15.60374455943649,1.2309255954499596e-25,15.669636727603464,1.1756003964105199e-25,15.719566923875608,1.131519715664409e-25,15.761060919663995
1.577443762919294e-25,15.400331520334095,1.452819625327908e-25,15.489686988840731,1.3401168638747036e-25,15.577359552642767,1.2611378981695737e-25,15.643309791557693,1.2043742309521856e-25,15.693312596778556,1.1591003285582149e-25,15.734913661149028
1.6185328276444627e-25,15.372412452637294,1.490486591686825e-25,15.461896049727004,1.3747562602012401e-25,15.549651968493366,1.293661917908231e-25,15.615664248934628,1.2353438711884675e-25,15.665746571131326,1.1887769833936376e-25,15.707465263814406
1.662751858231645e-25,15.343147628839706,1.5310207549902267e-25,15.432763538064817,1.4120306088687908e-25,15.520605955721013,1.3286563213968266e-25,15.586684588170147,1.268658866104838e-25,15.63685408621786,1.2206908131866793e-25,15.67870204317908
1.7103132441430484e-25,15.312527086534189,1.5746164272333852e-25,15.402279288685767,1.4521181852182562e-25,15.490211322913945,1.3662874866826349e-25,15.556361006455175,1.3044757884405851e-25,15.606626176378741,1.254989264328712e-25,15.648616206717314
1.761439279678455e-25,15.280547041537579,1.6214769553248944e-25,15.370439281500175,1.4952054944603033e-25,15.458464022775646,1.4067292980553195e-25,15.524689901895425,1.3429579831606346e-25,15.575060170478961,1.2918257910713948e-25,15.617206356221775
1.8163618126186479e-25,15.247210326805197,1.671814396162354e-25,15.337246081823768,1.5414869578993453e-25,15.425366596908244,1.4501628079190771e-25,15.491674326843565,1.3842751815691743e-25,15.54216015204665,1.3313594147052968e-25,15.584477949133966
1.8753217087458875e-25,15.212526780861737,1.7258490229965738e-25,15.302709230917312,1.591164440981268e-25,15.39092857173499,1.496775742828534e-25,15.457324392861441,1.4286029590509698e-25,15.507937370137427,1.3737541266870414e-25,15.550443708405847
1.9385681027513055e-25,15.176513577066407,1.7838086360558296e-25,15.266845578063963,1.64444659773284e-25,15.355166796899544,1.5467618290604013e-25,15.421657618416189,1.47612201292644e-25,15.472410591545424,1.4191781139271173e-25,15.515123970984687
2.0063574040284818e-25,15.139195486087175,1.845927648540933e-25,15.229679546548503,1.701548004386014e-25,15.31810571848392,1.6003199115420539e-25,15.384699211330881,1.527017235792991e-25,15.435606385822345,1.4678027838793139e-25,15.478546965834349
