L_u,m_abs_u,L_g,m_abs_g,L_r,m_abs_r,L_i,m_abs_i,L_z,m_abs_z,L_y,m_abs_y
2.638942304225492e-25,14.841641495364781,2.4254384690625017e-25,14.93324057976783,2.233999698012675e-25,15.022508458304094,2.09909219841664e-25,15.090137447196065,1.9999238203196358e-25,15.142682600631767,1.918233022471442e-25,15.187962825686672
2.6389423042266085e-25,14.841641495364323,2.425438469063525e-25,14.933240579767372,2.2339996980136146e-25,15.022508458303635,2.099092198417519e-25,15.09013744719561,1.9999238203204679e-25,15.142682600631316,1.9182330224722316e-25,15.187962825686224
2.6389423042290376e-25,14.841641495363321,2.4254384690657486e-25,14.933240579766377,2.233999698015657e-25,15.022508458302642,2.0990921984194295e-25,15.090137447194621,1.9999238203222759e-25,15.142682600630334,1.918233022473949e-25,15.187962825685252
2.6389423042343034e-25,14.841641495361158,2.425438469070572e-25,14.933240579764217,2.2339996980200867e-25,15.02250845830049,2.0990921984235736e-25,15.090137447192479,1.9999238203261959e-25,15.142682600628206,1.9182330224776722e-25,15.187962825683146
2.6389423042457393e-25,14.841641495356452,2.425438469081046e-25,14.933240579759529,2.2339996980297056e-25,15.022508458295816,2.0990921984325726e-25,15.090137447187825,1.9999238203347095e-25,15.142682600623584,1.918233022485758e-25,15.187962825678568
2.6389423042705638e-25,14.841641495346238,2.425438469103783e-25,14.93324057974935,2.233999698050586e-25,15.022508458285667,2.099092198452107e-25,15.09013744717772,1.9999238203531911e-25,15.14268260061355,1.9182330225033108e-25,15.187962825668633
2.638942304324458e-25,14.841641495324064,2.4254384691531443e-25,14.933240579727256,2.2339996980959176e-25,15.022508458263637,2.0990921984945156e-25,15.090137447155785,1.999923820393312e-25,15.142682600591769,1.9182330225414166e-25,15.187962825647064
2.638942304441456e-25,14.841641495275928,2.4254384692603016e-25,14.933240579679286,2.2339996981943276e-25,15.022508458215809,2.0990921985865807e-25,15.090137447108164,1.9999238204804122e-25,15.142682600544482,1.9182330226241413e-25,15.187962825600243
2.6389423046954453e-25,14.841641495171428,2.4254384694929297e-25,14.93324057957515,2.2339996984079627e-25,15.02250845811198,2.099092198786442e-25,15.090137447004789,1.9999238206694965e-25,15.142682600441832,1.918233022803726e-25,15.187962825498595
2.638942305246825e-25,14.841641494944577,2.4254384699979353e-25,14.933240579349087,2.2339996988717397e-25,15.022508457886582,2.0990921992203186e-25,15.090137446780371,1.9999238210799747e-25,15.142682600218988,1.9182330231935838e-25,15.187962825277934
2.6389423064438113e-25,14.841641494452102,2.4254384710942496e-25,14.933240578858328,2.2339996998785516e-25,15.022508457397267,2.099092200162218e-25,15.09013744629318,1.9999238219710812e-25,15.142682599735217,1.9182330240399237e-25,15.187962824798896
2.6389423090423467e-25,14.84164149338299,2.4254384734742363e-25,14.933240577792938,2.2339997020642364e-25,15.02250845633501,2.099092202206985e-25,15.090137445235545,1.999923823905581e-25,15.142682598684997,1.9182330258772409e-25,15.18796282375896
2.6389423146834757e-25,14.841641491062068,2.42543847864092e-25,14.933240575480095,2.2339997068091115e-25,15.022508454028975,2.0990922066459445e-25,15.090137442939533,1.9999238281051624e-25,15.142682596405091,1.9182330298658503e-25,15.187962821501372
2.6389423269297625e-25,14.841641486023597,2.4254384898572374e-25,14.933240570459164,2.233999717109729e-25,15.02250844902282,2.0990922162824497e-25,15.09013743795514,1.999923837222005e-25,15.14268259145566,1.918233038524694e-25,15.187962816600395
