t,Mdot,L_u,L_g,L_r,L_i,L_z,L_y
5376.87874,2.5203562637184707e+18,9.87481661303863e+18,9.028692424731083e+18,8.215776101463931e+18,7.558290062580944e+18,7.015756951868559e+18,6.539992506531213e+18
5376.9787400000005,2.508641386894549e+18,9.844083191587975e+18,9.000794337202389e+18,8.190946081933065e+18,7.536199183556807e+18,6.995973924679867e+18,6.522192837658538e+18
5377.078740000001,2.496949867267127e+18,9.813363163017878e+18,8.97290668080713e+18,8.166121171315231e+18,7.514108373502575e+18,6.976187400037907e+18,6.504387296751811e+18
5377.178740000001,2.4852817397020493e+18,9.782656611101702e+18,8.94502953863923e+18,8.141301449268243e+18,7.492017700155482e+18,6.956397431226932e+18,6.486575923522718e+18
5377.278740000002,2.473637038997524e+18,9.751963619756184e+18,8.917162993949558e+18,8.116486995681185e+18,7.469927231530349e+18,6.936604071806048e+18,6.468758757928079e+18
5377.378740000002,2.462015799883046e+18,9.721284273039636e+18,8.889307130144079e+18,8.09167789067309e+18,7.44783703591906e+18,6.916807375609244e+18,6.45093584017014e+18
5377.478740000002,2.4504180570183286e+18,9.690618655150236e+18,8.861462030782165e+18,8.066874214591716e+18,7.425747181890139e+18,6.89700739674547e+18,6.433107210696889e+18
5377.578740000003,2.438843844992245e+18,9.659966850424306e+18,8.833627779574791e+18,8.042076048012254e+18,7.403657738288234e+18,6.87720418959871e+18,6.415272910202387e+18
5377.678740000003,2.4272931983217516e+18,9.629328943334474e+18,8.805804460382697e+18,8.017283471735991e+18,7.381568774233595e+18,6.857397808827956e+18,6.397432979627004e+18
5377.778740000003,2.4157661514508324e+18,9.598705018487978e+18,8.777992157214635e+18,7.992496566789044e+18,7.359480359121596e+18,6.837588309367323e+18,6.379587460157769e+18
5377.878740000004,2.404262738749461e+18,9.568095160624902e+18,8.750190954225563e+18,7.967715414421033e+18,7.337392562622231e+18,6.81777574642606e+18,6.361736393228673e+18
5377.978740000004,2.3927829945125284e+18,9.537499454616316e+18,8.722400935714764e+18,7.942940096103706e+18,7.31530545467953e+18,6.797960175488555e+18,6.343879820520927e+18
5378.0787400000045,2.381326952958806e+18,9.506917985462587e+18,8.694622186124085e+18,7.918170693529648e+18,7.293219105511105e+18,6.778141652314414e+18,6.326017783963301e+18
5378.178740000005,2.369894648229909e+18,9.476350838291528e+18,8.666854790036067e+18,7.89340728861088e+18,7.271133585607532e+18,6.758320232938448e+18,6.308150325732398e+18
5378.278740000005,2.358486114389247e+18,9.445798098356642e+18,8.639098832172107e+18,7.868649963477532e+18,7.24904896573186e+18,6.738495973670724e+18,6.290277488252971e+18
5378.378740000006,2.3471013854210074e+18,9.415259851035292e+18,8.611354397390602e+18,7.84389880047643e+18,7.226965316919035e+18,6.718668931096568e+18,6.272399314198205e+18
