t,Mdot,L_u,L_g,L_r,L_i,L_z,L_y
6077.82678,2.5203562637184686e+18,9.87481661303863e+18,9.028692424731082e+18,8.215776101463928e+18,7.558290062580942e+18,7.015756951868556e+18,6.53999250653121e+18
6077.926780000001,2.507508133544741e+18,9.841107612408603e+18,8.998093180432221e+18,8.188541760708473e+18,7.534059858975351e+18,6.994057908139106e+18,6.520468767808673e+18
6078.026780000001,2.4946976141981604e+18,9.807439740125626e+18,8.967529196653059e+18,8.161333786277644e+18,7.50984773355201e+18,6.972370776038163e+18,6.500952470699828e+18
6078.126780000001,2.481924648512338e+18,9.77381296389413e+18,8.937000457956403e+18,8.134152183084607e+18,7.485653698517221e+18,6.950695566297101e+18,6.481443621307174e+18
6078.226780000002,2.4691891794524933e+18,9.740227251447036e+18,8.906506948898675e+18,8.106996956063613e+18,7.461477766140754e+18,6.929032289723773e+18,6.461942225800052e+18
6078.326780000002,2.4564911501153833e+18,9.706682570545408e+18,8.876048654029486e+18,8.079868110169613e+18,7.43731994875578e+18,6.907380957202699e+18,6.442448290414926e+18
6078.4267800000025,2.443830503729428e+18,9.673178888978762e+18,8.84562555789176e+18,8.052765650378338e+18,7.413180258759249e+18,6.885741579695662e+18,6.422961821456013e+18
6078.526780000003,2.4312071836546806e+18,9.639716174564878e+18,8.815237645021432e+18,8.025689581686023e+18,7.389058708611927e+18,6.864114168241971e+18,6.40348282529565e+18
6078.626780000003,2.418621133382877e+18,9.606294395149847e+18,8.78488489994737e+18,7.998639909109328e+18,7.364955310838604e+18,6.842498733958929e+18,6.384011308374795e+18
6078.726780000004,2.4060722965375217e+18,9.572913518608159e+18,8.754567307191283e+18,7.971616637685241e+18,7.340870078028325e+18,6.820895288042259e+18,6.364547277203554e+18
6078.826780000004,2.3935606168738514e+18,9.539573512842543e+18,8.724284851267452e+18,7.944619772470826e+18,7.316803022834445e+18,6.799303841766436e+18,6.345090738361564e+18
6078.926780000004,2.3810860382789606e+18,9.506274345784152e+18,8.69403751668277e+18,7.917649318543212e+18,7.292754157974925e+18,6.777724406485213e+18,6.325641698498605e+18
6079.026780000005,2.3686485047718175e+18,9.47301598539246e+18,8.663825287936497e+18,7.890705280999379e+18,7.268723496232433e+18,6.756156993631965e+18,6.306200164335009e+18
6079.126780000005,2.356247960503309e+18,9.43979839965526e+18,8.633648149520124e+18,7.863787664956017e+18,7.244711050454532e+18,6.734601614720121e+18,6.286766142662186e+18
6079.226780000005,2.343884349756348e+18,9.406621556588833e+18,8.603506085917355e+18,7.836896475549475e+18,7.220716833553922e+18,6.713058281343669e+18,6.267339640343181e+18
6079.326780000006,2.3315576169458657e+18,9.373485424237715e+18,8.573399081603806e+18,7.810031717935464e+18,7.196740858508491e+18,6.691527005177453e+18,6.247920664313078e+18
