t,Mdot,L_u,L_g,L_r,L_i,L_z,L_y
6741.83826,2.5203562637184707e+18,9.87481661303863e+18,9.028692424731083e+18,8.215776101463931e+18,7.558290062580944e+18,7.015756951868559e+18,6.539992506531213e+18
6741.938260000001,2.511545793247544e+18,9.85170722941691e+18,9.007715175216203e+18,8.19710619643632e+18,7.54168015824748e+18,7.000882629254301e+18,6.526609671222835e+18
6742.038260000001,2.50275379783383e+18,9.828619266592176e+18,8.986756394228695e+18,8.178450369650114e+18,7.525080250925701e+18,6.986015249743255e+18,6.513231544651213e+18
6742.1382600000015,2.4939802524289807e+18,9.80555270412592e+18,8.965816067953089e+18,8.159808615450044e+18,7.508490338786271e+18,6.971154812175838e+18,6.499858125047572e+18
6742.238260000002,2.485225132034656e+18,9.782507521597245e+18,8.944894182579543e+18,8.141180928186483e+18,7.491910420011146e+18,6.956301315405225e+18,6.486489410653459e+18
6742.338260000002,2.476488411702517e+18,9.759483698602973e+18,8.923990724303933e+18,8.122567302215529e+18,7.475340492793722e+18,6.941454758297465e+18,6.473125399720889e+18
6742.438260000003,2.46777006653419e+18,9.7364812147576e+18,8.903105679327836e+18,8.103967731898982e+18,7.458780555338823e+18,6.926615139731524e+18,6.459766090512359e+18
6742.538260000003,2.459070071681238e+18,9.71350004969329e+18,8.882239033858484e+18,8.085382211604323e+18,7.442230605862721e+18,6.91178245859932e+18,6.446411481300913e+18
6742.638260000003,2.4503884023451464e+18,9.690540183059945e+18,8.861390774108842e+18,8.06681073570477e+18,7.425690642593233e+18,6.89695671380584e+18,6.433061570370255e+18
6742.738260000004,2.441725033777291e+18,9.667601594525172e+18,8.840560886297557e+18,8.04825329857923e+18,7.409160663769703e+18,6.882137904269154e+18,6.419716356014769e+18
6742.838260000004,2.433079941278911e+18,9.644684263774288e+18,8.819749356648973e+18,8.029709894612323e+18,7.392640667643063e+18,6.867326028920502e+18,6.406375836539605e+18
6742.938260000004,2.424453100201096e+18,9.62178817051038e+18,8.798956171393161e+18,8.011180518194421e+18,7.376130652475888e+18,6.852521086704377e+18,6.393040010260768e+18
6743.038260000005,2.415844485944751e+18,9.598913294454237e+18,8.778181316765873e+18,7.992665163721575e+18,7.359630616542393e+18,6.837723076578541e+18,6.379708875505144e+18
6743.138260000005,2.407254073960573e+18,9.57605961534443e+18,8.757424779008572e+18,7.974163825595575e+18,7.343140558128506e+18,6.822931997514119e+18,6.366382430610606e+18
6743.2382600000055,2.398681839749038e+18,9.55322711293728e+18,8.736686544368444e+18,7.95567649822393e+18,7.326660475531895e+18,6.808147848495673e+18,6.353060673926067e+18
6743.338260000006,2.3901277588603694e+18,9.530415767006908e+18,8.715966599098393e+18,7.937203176019902e+18,7.310190367062012e+18,6.793370628521257e+18,6.339743603811564e+18
6743.438260000006,2.3815918068945234e+18,9.507625557345196e+18,8.695264929457017e+18,7.918743853402463e+18,7.293730231040123e+18,6.778600336602472e+18,6.326431218638312e+18
6743.538260000007,2.373073959501158e+18,9.484856463761854e+18,8.67458152170867e+18,7.900298524796331e+18,7.277280065799359e+18,6.763836971764557e+18,6.313123516788798e+18
6743.638260000007,2.3645741923796106e+18,9.462108466084323e+18,8.653916362123366e+18,7.88186718463193e+18,7.260839869684716e+18,6.749080533046403e+18,6.299820496656804e+18
6743.738260000007,2.356092481278901e+18,9.439381544157985e+18,8.633269436976931e+18,7.863449827345494e+18,7.24440964105319e+18,6.734331019500723e+18,6.286522156647571e+18
6743.838260000008,2.347628801997678e+18,9.416675677845957e+18,8.61264073255086e+18,7.845046447378944e+18,7.227989378273701e+18,6.71958843019401e+18,6.273228495177784e+18
6743.938260000008,2.339183130384228e+18,9.393990847029258e+18,8.592030235132414e+18,7.826657039179986e+18,7.211579079727225e+18,6.704852764206674e+18,6.259939510675697e+18
6744.038260000008,2.330755442336414e+18,9.37132703160668e+18,8.571437931014528e+18,7.808281597202017e+18,7.195178743806737e+18,6.690124020633048e+18,6.246655201581152e+18
6744.138260000009,2.322345713801718e+18,9.348684211494975e+18,8.550863806495972e+18,7.789920115904269e+18,7.178788368917389e+18,6.675402198581558e+18,6.233375566345753e+18
6744.238260000009,2.313953920777165e+18,9.326062366628717e+18,8.53030784788118e+18,7.771572589751666e+18,7.162407953476407e+18,6.66068729717468e+18,6.220100603432831e+18
6744.3382600000095,2.3055800393093394e+18,9.303461476960383e+18,8.509770041480378e+18,7.753239013214932e+18,7.146037495913234e+18,6.645979315549096e+18,6.206830311317614e+18
6744.43826000001,2.2972240454943521e+18,9.280881522460365e+18,8.489250373609527e+18,7.734919380770546e+18,7.129676994669524e+18,6.631278252855711e+18,6.193564688487231e+18
6744.53826000001,2.2888859154778173e+18,9.258322483116913e+18,8.468748830590321e+18,7.716613686900713e+18,7.11332644819917e+18,6.616584108259732e+18,6.180303733440825e+18
6744.638260000011,2.280565625454855e+18,9.235784338936267e+18,8.448265398750241e+18,7.698321926093458e+18,7.096985854968398e+18,6.601896880940773e+18,6.167047444689632e+18
6744.738260000011,2.2722631516700575e+18,9.213267069942567e+18,8.427800064422513e+18,7.680044092842549e+18,7.080655213455761e+18,6.587216570092892e+18,6.153795820757057e+18
6744.838260000011,2.263978470417485e+18,9.190770656177919e+18,8.407352813946136e+18,7.661780181647538e+18,7.064334522152204e+18,6.572543174924673e+18,6.140548860178743e+18
6744.938260000012,2.2557115580406303e+18,9.168295077702371e+18,8.386923633665867e+18,7.64353018701374e+18,7.048023779561091e+18,6.557876694659295e+18,6.12730656150266e+18
6745.038260000012,2.2474623909324314e+18,9.145840314593974e+18,8.366512509932251e+18,7.625294103452264e+18,7.031722984198265e+18,6.54321712853462e+18,6.114068923289188e+18
6745.138260000012,2.23923094553524e+18,9.123406346948772e+18,8.346119429101623e+18,7.607071925480022e+18,7.015432134592095e+18,6.528564475803271e+18,6.100835944111207e+18
6745.238260000013,2.2310171983407898e+18,9.100993154880748e+18,8.325744377536033e+18,7.588863647619636e+18,6.999151229283448e+18,6.513918735732636e+18,6.087607622554125e+18
6745.338260000013,2.2228211258902292e+18,9.078600718521975e+18,8.305387341603402e+18,7.570669264399603e+18,6.982880266825856e+18,6.499279907605062e+18,6.07438395721605e+18
