t,Mdot,L_u,L_g,L_r,L_i,L_z,L_y
6447.64826,8.358194081027515e+16,9.982563174031392e+17,9.213462408005055e+17,8.51023017344991e+17,8.015417357721878e+17,7.661221361132232e+17,7.382018626997484e+17
6447.74826,8.358194082864254e+16,9.98256317551863e+17,9.213462409369716e+17,8.510230174705748e+17,8.015417358902258e+17,7.66122136225857e+17,7.382018628080566e+17
6447.848260000001,8.358194087014472e+16,9.982563178879148e+17,9.213462412453247e+17,8.510230177543396e+17,8.015417361569398e+17,7.6612213648036e+17,7.382018630527858e+17
6447.948260000001,8.358194096392242e+16,9.982563186472527e+17,9.213462419420764e+17,8.510230183955313e+17,8.015417367596038e+17,7.661221370554322e+17,7.38201863605773e+17
6448.048260000001,8.358194117581963e+16,9.982563203630294e+17,9.213462435164348e+17,8.510230198443478e+17,8.015417381213647e+17,7.661221383548471e+17,7.38201864855286e+17
6448.148260000002,8.3581941654614e+16,9.98256324239927e+17,9.213462470737893e+17,8.510230231180333e+17,8.015417411983432e+17,7.661221412909514e+17,7.382018676786332e+17
6448.248260000002,8.358194273648222e+16,9.982563330000404e+17,9.213462551118739e+17,8.510230305151484e+17,8.01541748150985e+17,7.661221479252787e+17,7.382018740581784e+17
6448.3482600000025,8.358194518103402e+16,9.982563527940882e+17,9.213462732744492e+17,8.510230472294121e+17,8.015417638609317e+17,7.661221629159725e+17,7.382018884731763e+17
6448.448260000003,8.358195070465992e+16,9.982563975200421e+17,9.213463143139845e+17,8.510230849963912e+17,8.015417993585916e+17,7.661221967884334e+17,7.382019210448133e+17
6448.548260000003,8.358196318565429e+16,9.9825649858126e+17,9.213464070454996e+17,8.510231703333513e+17,8.015418795678764e+17,7.661222733254747e+17,7.382019946425582e+17
6448.648260000004,8.35819913872818e+16,9.9825672693571e+17,9.213466165784387e+17,8.510233631578089e+17,8.015420608060146e+17,7.661224462659377e+17,7.382021609414879e+17
6448.748260000004,8.358205511071514e+16,9.982572429175238e+17,9.213470900318181e+17,8.510237988572805e+17,8.015424703254404e+17,7.661228370362234e+17,7.382025367047948e+17
6448.848260000004,8.358219909803123e+16,9.98258408812114e+17,9.213481598306316e+17,8.510247833486744e+17,8.015433956613103e+17,7.661237200071858e+17,7.382033857665042e+17
6448.948260000005,8.358252444701106e+16,9.98261043226561e+17,9.213505771104256e+17,8.510270078708148e+17,8.015454865177023e+17,7.661257151373108e+17,7.382053042764564e+17
6449.048260000005,8.358325959536614e+16,9.98266995854445e+17,9.213560391086195e+17,8.510320343207351e+17,8.01550210941291e+17,7.661302232612278e+17,7.382096392721014e+17
6449.148260000005,8.358492071634088e+16,9.982804461850924e+17,9.213683808308522e+17,8.510433918945665e+17,8.015608860678208e+17,7.661404096450158e+17,7.382194344613935e+17
6449.248260000006,8.358867415375595e+16,9.983108379733446e+17,9.21396267653699e+17,8.510690549772442e+17,8.015850071212525e+17,7.661634263550397e+17,7.382415672427954e+17
6449.348260000006,8.359715542169187e+16,9.98379509612575e+17,9.214592792008362e+17,8.511270418774292e+17,8.016395097320964e+17,7.662154336444532e+17,7.382915772428283e+17
6449.4482600000065,8.361632006139394e+16,9.985346745858792e+17,9.216016550400255e+17,8.512580644033116e+17,8.017626594168364e+17,7.663329450643675e+17,7.384045756846298e+17
6449.548260000007,8.365962715839763e+16,9.988852639960613e+17,9.21923347678068e+17,8.515541045518216e+17,8.020409110849565e+17,7.665984571067373e+17,7.386598905068753e+17
6449.648260000007,8.375749928138275e+16,9.99677360926554e+17,9.226501562358363e+17,8.522229551476151e+17,8.026695711732381e+17,7.6719833327159e+17,7.392367261787478e+17
6449.748260000008,8.397873324175171e+16,1.0014667277181019e+18,9.242920296170685e+17,8.537338972871867e+17,8.040897195373398e+17,7.685534533625409e+17,7.40539788968849e+17
6449.848260000008,8.447905739722341e+16,1.005507706818755e+18,9.279998929049437e+17,8.571460607285285e+17,8.072968284179425e+17,7.716136830981471e+17,7.43482413987198e+17
6449.948260000008,8.561174087407453e+16,1.0146271394965123e+18,9.363674331249508e+17,8.648462128066714e+17,8.145341628426259e+17,7.7851942697272e+17,7.501225384683762e+17
6450.048260000009,8.818189544049845e+16,1.0351742011718824e+18,9.552197156650996e+17,8.821944426595034e+17,8.308392902903852e+17,7.940768106021188e+17,7.650803390887273e+17
6450.148260000009,9.404169659493974e+16,1.0812991896902162e+18,9.975368643824836e+17,9.21133482313841e+17,8.674350436869172e+17,8.289906643966518e+17,7.986424307297324e+17
