t,Mdot,L_u,L_g,L_r,L_i,L_z,L_y
6407.81439,1.1959850404500312e+17,1.2723978183259284e+18,1.1728160824338647e+18,1.0823933048277052e+18,1.0189590986330893e+18,9.734910357657408e+17,9.37449013718545e+17
6407.91439,1.1959854128247963e+17,1.2723980863188216e+18,1.172816328198089e+18,1.0823935309062487e+18,1.0189593110244549e+18,9.734912382380096e+17,9.374492080927594e+17
6408.01439,1.1959858721734933e+17,1.2723984169055946e+18,1.1728166313643438e+18,1.0823938097889281e+18,1.0189595730231039e+18,9.734914880008042e+17,9.374494478660727e+17
6408.114390000001,1.1959864388102443e+17,1.2723988247060076e+18,1.1728170053397532e+18,1.0823941538089585e+18,1.0189598962155781e+18,9.734917960995505e+17,9.374497436421402e+17
6408.214390000001,1.1959871377938656e+17,1.272399327754495e+18,1.1728174666628849e+18,1.0823945781801702e+18,1.0189602948946363e+18,9.734921761595076e+17,9.374501085012657e+17
6408.314390000001,1.195988000036064e+17,1.2723999482977044e+18,1.17281803573514e+18,1.0823951016698143e+18,1.0189607866913285e+18,9.734926449883196e+17,9.374505585788561e+17
6408.414390000002,1.1959890636684709e+17,1.2724007137783252e+18,1.1728187377229716e+18,1.082395747428515e+18,1.0189613933547e+18,9.73493223319308e+17,9.374511137789838e+17
6408.514390000002,1.1959903757289923e+17,1.2724016580487027e+18,1.1728196036708426e+18,1.0823965440140769e+18,1.0189621417136175e+18,9.734939367283763e+17,9.374517986546202e+17
6408.6143900000025,1.1959919942420176e+17,1.2724028228679027e+18,1.1728206718741123e+18,1.0823975266544059e+18,1.0189630648632274e+18,9.734948167650606e+17,9.374526434934465e+17
6408.714390000003,1.1959939907845037e+17,1.2724042597484396e+18,1.1728219895725883e+18,1.0823987388054061e+18,1.0189642036285389e+18,9.73495902347758e+17,9.374536856572791e+17
6408.814390000003,1.1959964536514451e+17,1.2724060322343373e+18,1.1728236150396332e+18,1.0824002340727493e+18,1.0189656083698431e+18,9.73497241484829e+17,9.37454971234335e+17
6408.914390000004,1.1959994917606798e+17,1.272408218711246e+18,1.172825620159194e+18,1.0824020785824877e+18,1.0189673412098033e+18,9.734988933976787e+17,9.374565570773929e+17
6409.014390000004,1.1960032394697686e+17,1.2724109158728998e+18,1.1728280936047396e+18,1.0824043539053504e+18,1.0189694787807145e+18,9.735009311397094e+17,9.374585133180031e+17
6409.114390000004,1.1960078625179912e+17,1.2724142429972114e+18,1.172831144760666e+18,1.0824071606640535e+18,1.0189721156134121e+18,9.735034448269615e+17,9.374609264679049e+17
6409.214390000005,1.196013565356243e+17,1.272418347221071e+18,1.1728349085595814e+18,1.0824106229831109e+18,1.0189753683176864e+18,9.735065456232892e+17,9.374639032448133e+17
6409.314390000005,1.1960206001890627e+17,1.2724234100471242e+18,1.1728395514493722e+18,1.082414893977942e+18,1.0189793807390684e+18,9.735103706563087e+17,9.374675752917353e+17
6409.414390000005,1.1960292781287429e+17,1.2724296553702464e+18,1.1728452787539205e+18,1.0824201625259903e+18,1.0189843303200068e+18,9.735150890814895e+17,9.374721049985142e+17
6409.514390000006,1.1960399829548995e+17,1.2724373593786163e+18,1.1728523437529262e+18,1.0824266616192508e+18,1.0189904359467142e+18,9.735209095625235e+17,9.374776926829933e+17
6409.614390000006,1.196053188088213e+17,1.272446862767205e+18,1.1728610588823388e+18,1.0824346786675437e+18,1.0189979676286527e+18,9.735280894987427e+17,9.37484585449346e+17
6409.7143900000065,1.1960694775292216e+17,1.2724585858036628e+18,1.1728718095505897e+18,1.0824445682080543e+18,1.0190072584386054e+18,9.735369464075356e+17,9.374930881152001e+17
6409.814390000007,1.196089571688608e+17,1.2724730469127424e+18,1.1728850711815101e+18,1.0824567675831059e+18,1.0190187192412663e+18,9.735478719650418e+17,9.375035766906916e+17
6409.914390000007,1.1961143592518992e+17,1.272490885600846e+18,1.172901430237366e+18,1.0824718162792266e+18,1.019032856861452e+18,9.735613493258097e+17,9.375165150053048e+17
6410.014390000008,1.1961449364887218e+17,1.2725128907341253e+18,1.172921610151385e+18,1.0824903797824516e+18,1.0190502964951185e+18,9.735779744870697e+17,9.37532475217509e+17
6410.114390000008,1.196182655746466e+17,1.272540035420085e+18,1.172946503316025e+18,1.0825132790042828e+18,1.0190718093537412e+18,9.735984826419235e+17,9.375521631136849e+17
6410.214390000008,1.196229185275099e+17,1.2725735200343624e+18,1.1729772105407852e+18,1.082541526578856e+18,1.0190983467638774e+18,9.736237806861553e+17,9.37576449314437e+17
6410.314390000009,1.19628658303215e+17,1.272614825294057e+18,1.1730150897231862e+18,1.0825763716352639e+18,1.0191310822287163e+18,9.736549873150803e+17,9.376064077671776e+17
6410.414390000009,1.196357387736788e+17,1.2726657777225165e+18,1.1730618158833178e+18,1.0826193550231565e+18,1.019171463309958e+18,9.736934824819054e+17,9.376433632255139e+17
6410.514390000009,1.1964447312073685e+17,1.272728630397344e+18,1.173119455213786e+18,1.0826723774310214e+18,1.0192212756216877e+18,9.737409684021587e+17,9.376889498124685e+17
6410.61439000001,1.196552476961887e+17,1.2728061625474025e+18,1.173190556415025e+18,1.0827377834051263e+18,1.0192827217620375e+18,9.737995447978565e+17,9.377451832532372e+17
6410.71439000001,1.1966853912282112e+17,1.2729018023955205e+18,1.173278263347865e+18,1.082818464977982e+18,1.019358518666858e+18,9.738718017027021e+17,9.378145499655882e+17
6410.8143900000105,1.1968493539530291e+17,1.2730197786672474e+18,1.173386453973951e+18,1.0829179894786711e+18,1.0194520176807378e+18,9.739609339227063e+17,9.37900116938005e+17
6410.914390000011,1.1970516191809538e+17,1.2731653074473777e+18,1.173519911711258e+18,1.0830407571613153e+18,1.0195673526401655e+18,9.74070882199248e+17,9.380056672399226e+17
6411.014390000011,1.1973011363787752e+17,1.2733448226190717e+18,1.1736845367560988e+18,1.0831921955979395e+18,1.0197096224941601e+18,9.742065072943777e+17,9.381358671338552e+17
6411.114390000012,1.1976089470065027e+17,1.273566260033006e+18,1.1738876066767882e+18,1.0833789993951626e+18,1.0198851165029847e+18,9.743738046622833e+17,9.382964721449409e+17
6411.214390000012,1.1979886740074133e+17,1.2738394079041032e+18,1.1741380977389896e+18,1.0836094257761558e+18,1.0201015919172827e+18,9.745801691450112e+17,9.384945811456531e+17
6411.314390000012,1.1984571260779883e+17,1.2741763388329219e+18,1.1744470810813542e+18,1.0838936590146647e+18,1.0203686163367843e+18,9.748347213191258e+17,9.387389496129976e+17
6411.414390000013,1.1990350437461306e+17,1.2745919423931594e+18,1.1748282111097006e+18,1.0842442596966967e+18,1.0206979897548783e+18,9.751487097946263e+17,9.390403757809092e+17
6411.514390000013,1.199748020729599e+17,1.2751045815985713e+18,1.1752983274861637e+18,1.0846767184719077e+18,1.0211042647574697e+18,9.755360070656849e+17,9.394121765734356e+17
6411.614390000013,1.2006276420307482e+17,1.275736901905895e+18,1.1758781969881705e+18,1.085210138461624e+18,1.0216053875750179e+18,9.760137205423715e+17,9.398707740674674e+17
6411.714390000014,1.2017128901714387e+17,1.276516827958123e+18,1.1765934275142648e+18,1.0858680760101441e+18,1.022223487869625e+18,9.766029453283965e+17,9.404364179642263e+17
6411.814390000014,1.20305188337152e+17,1.2774787912688878e+18,1.1774755938432479e+18,1.0866795762057228e+18,1.0229858514668059e+18,9.773296913344266e+17,9.411340753200993e+17
6411.9143900000145,1.2047040249661744e+17,1.278665241792786e+18,1.1785636236832438e+18,1.0876804478085798e+18,1.0239261179494287e+18,9.782260246526971e+17,9.419945258115749e+17
6412.014390000015,1.2067426627589605e+17,1.280128508162029e+18,1.1799055033926815e+18,1.088914832193993e+18,1.0250857543892307e+18,9.79331472021565e+17,9.430557093276119e+17
6412.114390000015,1.209258381371437e+17,1.2819330856876406e+18,1.1815603758725957e+18,1.0904371329763218e+18,1.0265158678051297e+18,9.806947479667411e+17,9.443643829674653e+17
6412.214390000016,1.2123630813393138e+17,1.2841584484538194e+18,1.1836011189117276e+18,1.0923143874842428e+18,1.0282794325425097e+18,9.823758771336714e+17,9.459781568670102e+17
6412.314390000016,1.2161950374894813e+17,1.2869025024296978e+18,1.1861175111245768e+18,1.0946291785852637e+18,1.0304540250137475e+18,9.844487997489727e+17,9.479679929830294e+17
6412.414390000016,1.220925178317545e+17,1.2902858209218568e+18,1.189220114955445e+18,1.0974832058711427e+18,1.0331351774619034e+18,9.87004566374864e+17,9.504212683094053e+17
6412.514390000017,1.2267648906793022e+17,1.2944568322549028e+18,1.1930450323534387e+18,1.1010016592089951e+18,1.0364404848734212e+18,9.90155249385379e+17,9.534455241807366e+17
6412.614390000017,1.233975734024616e+17,1.299598162468083e+18,1.1977597188031946e+18,1.1053385652652689e+18,1.0405146249793514e+18,9.940387229710792e+17,9.571730463669466e+17
6412.714390000017,1.2428815506980322e+17,1.3059343728566234e+18,1.2035700752309391e+18,1.1106833086334678e+18,1.0455354802490317e+18,9.988244907371843e+17,9.617664462891981e+17
6412.814390000018,1.2538835899644862e+17,1.3137413725124052e+18,1.2107290740949932e+18,1.1172685628899254e+18,1.051721582154612e+18,1.0047207693252399e+18,9.674254410530838e+17
6412.914390000018,1.267479431443402e+17,1.3233578276681498e+18,1.219547213894044e+18,1.1253799015690922e+18,1.0593411301215062e+18,1.0119830662862568e+18,9.743950573440288e+17
6413.0143900000185,1.2842867081960322e+17,1.3351989288688463e+18,1.230405131917719e+18,1.1353673914697e+18,1.0687228673674717e+18,1.0209245175369405e+18,9.829755083368506e+17
6413.114390000019,1.3050729015619888e+17,1.34977290722252e+18,1.2437687322781926e+18,1.1476594952720804e+18,1.0802691178721802e+18,1.0319282687446977e+18,9.935340081213903e+17
6413.214390000019,1.3307928193151205e+17,1.3677007013678136e+18,1.2602071951240284e+18,1.162779617926971e+18,1.0944712941175817e+18,1.04546218705195e+18,1.0065187857372305e+18
6413.31439000002,1.3626357822113483e+17,1.3897391501179796e+18,1.2804142076495798e+18,1.181365607045282e+18,1.1119281599203928e+18,1.0620961606627219e+18,1.0224755265777407e+18
