t,Mdot,L_u,L_g,L_r,L_i,L_z,L_y
5369.75629,1.5472305685714346e+17,1.5143190061784666e+18,1.3946292051406797e+18,1.2864089634576666e+18,1.21057331251684e+18,1.156058940889887e+18,1.1125634229678033e+18
5369.856290000001,1.7494633737343405e+17,1.6452975035235822e+18,1.5146904526004e+18,1.3968124053931146e+18,1.3142187604130842e+18,1.2547209781370563e+18,1.2070623386198285e+18
5369.956290000001,1.961973937790279e+17,1.7776513646887572e+18,1.635994018845646e+18,1.5083407256582487e+18,1.4188814407614628e+18,1.3542790794924529e+18,1.3023160061383473e+18
5370.056290000001,2.1846193665866944e+17,1.9113311929592556e+18,1.7584960989026296e+18,1.6209525605359237e+18,1.524516994836695e+18,1.4546832369390682e+18,1.3982691697684012e+18
5370.156290000002,2.4172583101386582e+17,2.0462849927937006e+18,1.8821502195209582e+18,1.734603726697254e+18,1.6310782384406292e+18,1.5558811347862746e+18,1.4948652273446116e+18
5370.256290000002,2.659747826430705e+17,2.1824580819285386e+18,2.006907210047619e+18,1.8492472440655122e+18,1.738515278228833e+18,1.6578183325788186e+18,1.5920463996604933e+18
5370.356290000002,2.9119408167809043e+17,2.319793029776449e+18,2.1327151838339515e+18,1.9648333639920095e+18,1.8467756229459402e+18,1.760438425900871e+18,1.6897538678519165e+18
5370.456290000003,3.173683898064384e+17,2.45822961663731e+18,2.259519529472326e+18,2.0813096037545193e+18,1.9558042915676728e+18,1.8636831903956493e+18,1.787927887660126e+18
5370.556290000003,3.4448156172512736e+17,2.5977048102441344e+18,2.3872629115643244e+18,2.1986207880443505e+18,2.0655439198379784e+18,1.9674927131076849e+18,1.886507887113861e+18
5370.6562900000035,3.725164940898665e+17,2.738152757434238e+18,2.5158852809677414e+18,2.3167090979012255e+18,2.1759348663641661e+18,2.0718055143729196e+18,1.985432552510669e+18
5370.756290000004,4.014549971034523e+17,2.8795047895511665e+18,2.645323894613423e+18,2.4355141274229524e+18,2.2869153192075497e+18,2.1765586628182354e+18,2.0846399063707415e+18
5370.856290000004,4.312776852117214e+17,3.0216894407142016e+18,2.7755133450622474e+18,2.554972948487291e+18,2.3984214037400586e+18,2.2816878855208305e+18,2.1840673801462144e+18
5370.956290000005,4.6196388432354554e+17,3.16463247843912e+18,2.9063856000086436e+18,2.6750201836567695e+18,2.510387292404598e+18,2.387127674975184e+18,2.2836518838018847e+18
5371.056290000005,4.9349155365897254e+17,3.308256946318276e+18,3.0378700519436273e+18,2.795588087382777e+18,2.6227453169056236e+18,2.4928113941927526e+18,2.383329873882033e+18
5371.156290000005,5.2583722083324774e+17,3.4524832186084306e+18,3.16989357817564e+18,2.916606635576184e+18,2.735426083258538e+18,2.5986713809965466e+18,2.4830374212780564e+18
5371.256290000006,5.5897592915575475e+17,3.5972290666566354e+18,3.3023806113774484e+18,3.0380036235647206e+18,2.848358590037907e+18,2.704639052355351e+18,2.5827102796292884e+18
5371.356290000006,5.928811963972699e+17,3.7424097371340913e+18,3.435253220785458e+18,3.1597047724099753e+18,2.9614703500821873e+18,2.8106450094199813e+18,2.6822839550316646e+18
5371.456290000006,6.275249844810321e+17,3.8879380420568735e+18,3.568431204127067e+18,3.2816338435084974e+18,3.074687515835445e+18,2.9166191437692104e+18,2.7816937775505096e+18
5371.556290000007,6.628776797004572e+17,4.033724460558258e+18,3.701832190293726e+18,3.4037127613513503e+18,3.187935008432942e+18,3.022490745239873e+18,2.8808749748758083e+18
5371.656290000007,6.989080831714034e+17,4.1796772523454525e+18,3.835371752713737e+18,3.525861744264529e+18,3.3011366505670917e+18,3.1281886115997926e+18,2.9797627483324093e+18
5371.7562900000075,7.355834112990391e+17,4.3257025827287347e+18,3.968963533311278e+18,3.6479994428996506e+18,3.4142153031033206e+18,3.2336411602201395e+18,3.078292351352818e+18
5371.856290000008,7.728693060852022e+17,4.4717046590550845e+18,4.1025193768666865e+18,3.770043086189676e+18,3.5270930053504486e+18,3.3387765418191365e+18,3.176399170431609e+18
5371.956290000008,8.107298551270013e+17,4.617585878315045e+18,4.2359494755197676e+18,3.891908634429514e+18,3.6396911188287314e+18,3.443522756252521e+18,3.2740188085054244e+18
