t,Mdot,L_u,L_g,L_r,L_i,L_z,L_y
5368.64186,3.3446708504210074e+17,2.546626671806099e+18,2.340482553999667e+18,2.1556641044370322e+18,2.02536825012064e+18,1.9295008833926446e+18,1.8504452502477514e+18
5368.74186,3.4868752409557997e+17,2.6190101795755566e+18,2.406775150106178e+18,2.2165369862331254e+18,2.0822972667371315e+18,1.983330971410458e+18,1.9015366595074255e+18
5368.84186,3.6328510418222214e+17,2.692304770258668e+18,2.4738989403243633e+18,2.2781648520708856e+18,2.1399116399511956e+18,2.037778341154847e+18,1.9531777243503708e+18
5368.941860000001,3.7826474944161715e+17,2.7665117300849336e+18,2.541855038185568e+18,2.340548099683575e+18,2.1982104119448527e+18,2.0928406031594266e+18,2.0053648681545178e+18
5369.041860000001,3.936312813782296e+17,2.8416317734585856e+18,2.6106440249407775e+18,2.40368660564028e+18,2.2571921080458586e+18,2.1485148766263048e+18,2.0580940667646264e+18
5369.1418600000015,4.0938940437851686e+17,2.917665010877984e+18,2.6802659199585756e+18,2.4675796983326756e+18,2.316854713761918e+18,2.2047977707475087e+18,2.111360833323236e+18
5369.241860000002,4.255436905186832e+17,2.994610915775888e+18,2.7507201501358874e+18,2.532226130188876e+18,2.37719565127305e+18,2.2616853656175101e+18,2.165160202760927e+18
5369.341860000002,4.420985636402152e+17,3.072468290274282e+18,2.8220055183201106e+18,2.5976240491221693e+18,2.438211755392867e+18,2.3191731927479035e+18,2.2194867159573565e+18
5369.441860000003,4.590582826717594e+17,3.151235229851281e+18,2.8941201707450127e+18,2.663770969225711e+18,2.4998992490123336e+18,2.3772562151976387e+18,2.2743344035859103e+18
5369.541860000003,4.764269241774595e+17,3.230909086921754e+18,2.967061563486534e+18,2.7306637407276733e+18,2.5622537180424474e+18,2.435928807334622e+18,2.3296967696606976e+18
5369.641860000003,4.9420836411354694e+17,3.3114864333373394e+18,3.0408264279486095e+18,2.7982985192248274e+18,2.62527008587511e+18,2.4951847342468434e+18,2.3855667747946865e+18
5369.741860000004,5.124062587769615e+17,3.3929630218164444e+18,3.115410735393642e+18,2.8666707342164997e+18,2.688942587384829e+18,2.555017130823969e+18,2.4419368191997256e+18
5369.841860000004,5.310240249320782e+17,3.475333746320326e+18,3.190809660537528e+18,2.935775056965501e+18,2.753264742497693e+18,2.61541848053352e+18,2.498798725442213e+18
5369.941860000004,5.500648191039491e+17,3.5585926013963884e+18,3.2670175442338555e+18,3.005605367716603e+18,2.818229329357327e+18,2.676380593918416e+18,2.556143720982054e+18
5370.041860000005,5.695315160294039e+17,3.6427326405166085e+18,3.3440278552782054e+18,3.076154722308682e+18,2.883828357122065e+18,2.737894586846449e+18,2.6139624205218196e+18
5370.141860000005,5.894266862603323e+17,3.727745933445076e+18,3.421833151369223e+18,3.1474153182214303e+18,2.950053038431513e+18,2.7999508585454147e+18,2.672244808196171e+18
5370.2418600000055,6.097525729169786e+17,3.8136235226761103e+18,3.5004250392699955e+18,3.219378460103455e+18,3.016893761585388e+18,2.86253906946158e+18,2.7309802196348554e+18
5370.341860000006,6.305110675928454e+17,3.9003553789918787e+18,3.579794134220238e+18,3.292034524834375e+18,3.0843400624822707e+18,2.925648118983005e+18,2.790157323935801e+18
5370.441860000006,6.51703685416993e+17,3.987930356196717e+18,3.659930018657376e+18,3.3653729261799004e+18,3.152380596370992e+18,2.989266123073409e+18,2.8497641055882604e+18
5370.541860000007,6.733315392841499e+17,4.0763361450942085e+18,3.7408212003127864e+18,3.4393820791056737e+18,3.221003109472823e+18,3.053380391866738e+18,2.9097878463896796e+18
5370.641860000007,6.953953132679538e+17,4.1655592267819474e+18,3.8224550697574943e+18,3.5140493638222285e+18,3.290194410537846e+18,3.117977407276773e+18,2.970215107403389e+18
5370.741860000007,7.178952352382346e+17,4.255584825349479e+18,3.90481785748128e+18,3.5893610896414234e+18,3.359940342405289e+18,3.1830428006806236e+18,3.0310317110086615e+18
5370.841860000008,7.40831048709076e+17,4.3463968600747546e+18,3.98789459059809e+18,3.6653024587318743e+18,3.430225753643234e+18,3.2485613307449477e+18,3.092222723098313e+18
5370.941860000008,7.642019839507407e+17,4.4379778972255974e+18,4.071669049280631e+18,3.741857529869055e+18,3.501034470349489e+18,3.314516861452403e+18,3.153772435483378e+18
5371.0418600000085,7.880067284056128e+17,4.530309101584772e+18,4.156123723037947e+18,3.819009182284547e+18,3.57234926820242e+18,3.380892340419061e+18,3.2156643485690865e+18
5371.141860000009,8.122433964553802e+17,4.623370187828407e+18,4.2412397669597245e+18,3.8967390797266724e+18,3.644151844856486e+18,3.447669777570697e+18,3.2778811543701996e+18
5371.241860000009,8.369094985947771e+17,4.717139371900939e+18,4.3269969580629857e+18,3.975027634854449e+18,3.716422792784765e+18,3.514830224268542e+18,3.3404047199389036e+18
5371.34186000001,8.620019100755348e+17,4.811593322542839e+18,4.413373651888462e+18,4.053853974095729e+18,3.789141572677803e+18,3.582353752975154e+18,3.403216071283054e+18
5371.44186000001,8.875168390928872e+17,4.906707113140341e+18,4.50034673950527e+18,4.1331959031093745e+18,3.8622864875148196e+18,3.6502194375572383e+18,3.466295377856906e+18
5371.54186000001,9.134497945964836e+17,5.002454174081032e+18,4.587891605095441e+18,4.213029873001263e+18,3.935834657431078e+18,3.718405334328418e+18,3.5296219377116524e+18
5371.641860000011,9.397955538174048e+17,5.098806245813641e+18,4.675982084302402e+18,4.293330947453686e+18,4.0097619955126907e+18,3.786888463940981e+18,3.5931741633979397e+18
5371.741860000011,9.665481296129802e+17,5.195733332824126e+18,4.7645904235394e+18,4.3740727709366487e+18,4.0840431846567316e+18,3.8556447942407014e+18,3.656929568716722e+18
5371.841860000011,9.937007377420934e+17,5.293203658756138e+18,4.853687240467774e+18,4.4552275381801984e+18,4.1586516556427525e+18,3.9246492242054533e+18,3.7208647564202194e+18
5371.941860000012,1.0212457641945056e+18,5.391183622918246e+18,4.943241485867049e+18,4.536765965095934e+18,4.23355956656841e+18,3.993875569093528e+18,3.784955406968919e+18
5372.041860000012,1.049174732709244e+18,5.489637758435762e+18,5.033220407132111e+18,4.618657261345743e+18,4.308737783809306e+18,4.06329654693328e+18,3.849176268455313e+18
5372.1418600000125,1.0774782726286253e+18,5.588528692319615e+18,5.123589513644972e+18,4.700869104764698e+18,4.384155864669703e+18,4.1328837664908513e+18,3.9135011478090834e+18
5372.241860000013,1.1061460872465372e+18,5.687817107739967e+18,5.214312544281476e+18,4.783367617854463e+18,4.4597820418976113e+18,4.202607716858145e+18,3.9779029034028744e+18
5372.341860000013,1.1351669228214404e+18,5.787461708806355e+18,5.305351437324894e+18,4.866117346571813e+18,4.5355832102437673e+18,4.272437758807598e+18,4.0423534391813473e+18
5372.441860000014,1.164528538436786e+18,5.887419188170547e+18,5.396666303070367e+18,4.949081241645217e+18,4.6115249152498867e+18,4.342342118065063e+18,4.1068237004399176e+18
5372.541860000014,1.1942176769033006e+18,5.987644197780944e+18,5.488215399414132e+18,5.032220642659321e+18,4.687571344456407e+18,4.4122878806554214e+18,4.171283671382231e+18
5372.641860000014,1.2242200369096996e+18,6.088089323130865e+18,5.579955110732564e+18,5.115495265154656e+18,4.763685321225059e+18,4.4822409904796764e+18,4.235702374588661e+18
5372.741860000015,1.2545202466397158e+18,6.188705061353711e+18,5.671839930364256e+18,5.198863190994971e+18,4.839828301373735e+18,4.552166249284344e+18,4.300047872529702e+18
5372.841860000015,1.2851018390845542e+18,6.289439803528872e+18,5.763822447016626e+18,5.282280862259785e+18,4.915960372832746e+18,4.62202731918642e+18,4.364287271259891e+18
5372.941860000015,1.3159472292903025e+18,6.390239821570706e+18,5.855853335424871e+18,5.365703078923161e+18,4.992040258508177e+18,4.691786727918167e+18,4.4283867264285635e+18
5373.041860000016,1.3470376937898289e+18,6.491049260080872e+18,5.947881351596617e+18,5.449083000582423e+18,5.068025322581448e+18,4.761405876956781e+18,4.492311451744208e+18
5373.141860000016,1.378353352477296e+18,6.591810133548804e+18,6.039853332978132e+18,5.532372152500931e+18,5.14387158043146e+18,4.830845052702877e+18,4.5560257300279675e+18
5373.2418600000165,1.4098731531914245e+18,6.692462329289019e+18,6.131714203879998e+18,5.615520436228659e+18,5.219533712389747e+18,4.900063440870466e+18,4.619492926990661e+18
5373.341860000017,1.4415748592801247e+18,6.792943616505074e+18,6.223406986499444e+18,5.698476145062179e+18,5.29496508152802e+18,4.969019144248507e+18,4.682675507865204e+18
5373.441860000017,1.4734350404239112e+18,6.893189661867248e+18,6.31487281787264e+18,5.781185984600354e+18,5.370117755673474e+18,5.037669203989345e+18,4.745535057022174e+18
5373.541860000018,1.505429066999214e+18,6.993134051988198e+18,6.406050973086124e+18,5.863595098647167e+18,5.444942533842516e+18,5.105969624575202e+18,4.808032300692557e+18
5373.641860000018,1.5375311082636846e+18,7.092708323171409e+18,6.496878895066538e+18,5.945647100702908e+18,5.51938897727444e+18,5.173875402605903e+18,4.870127132914796e+18
5373.741860000018,1.5697141346453934e+18,7.191841998798304e+18,6.587292231258512e+18,6.027284111275867e+18,5.593405445238528e+18,5.241340559544172e+18,4.931778644817416e+18
5373.841860000019,1.6019499244142444e+18,7.290462634703414e+18,6.677224877484301e+18,6.108446801231588e+18,5.66693913577516e+18,5.30831817854373e+18,4.992945157338899e+18
5373.941860000019,1.6342090750089774e+18,7.388495872870772e+18,6.766609029263007e+18,6.189074441382574e+18,5.739936131519425e+18,5.374760445475402e+18,5.053584257478043e+18
5374.041860000019,1.6664610192844083e+18,7.485865503761258e+18,6.855375240845198e+18,6.269104958501727e+18,5.812341450739376e+18,5.440618694252617e+18,5.113652838156168e+18
5374.14186000002,1.6986740469325775e+18,7.582493537554777e+18,6.94345249219457e+18,6.348474997922058e+18,5.884099103703831e+18,5.505843456543226e+18,5.173107141760485e+18
5374.24186000002,1.7308153313173215e+18,7.678300284561261e+18,7.030768264120661e+18,6.427119992861428e+18,5.955152154475073e+18,5.570384515938555e+18,5.231902807424165e+18
5374.3418600000205,1.7628509619439997e+18,7.773204445018587e+18,7.117248621734067e+18,6.504974240583645e+18,6.025442788199451e+18,5.634190966631805e+18,5.289994922083016e+18
5374.441860000021,1.7947459827657254e+18,7.867123208457788e+18,7.202818306361399e+18,6.581970985478715e+18,6.094912383945642e+18,5.697211276638994e+18,5.34733807533268e+18
5374.541860000021,1.8264644365026304e+18,7.959972362770751e+18,7.287400836016629e+18,6.658042509111331e+18,6.163501593113208e+18,5.759393355573102e+18,5.403886418091312e+18
5374.641860000022,1.8579694151234967e+18,8.051666413069127e+18,7.370918614484124e+18,6.733120227252889e+18,6.23115042340687e+18,5.820684626959912e+18,5.459593725054158e+18
5374.741860000022,1.8892231166072742e+18,8.142118710369791e+18,7.453293049021278e+18,6.807134793873555e+18,6.297798328340937e+18,5.881032105058526e+18,5.514413460905105e+18
5374.841860000022,1.920186908067568e+18,8.231241590086478e+18,7.534444676639508e+18,6.880016212031208e+18,6.363384302206687e+18,5.940382476123792e+18,5.568298850228694e+18
5374.941860000023,1.9508213952847887e+18,8.318946520246539e+18,7.614293298869225e+18,6.951693951551305e+18,6.427846980401545e+18,5.998682184020091e+18,5.621202951042946e+18
5375.041860000023,1.9810864986491113e+18,8.40514425928783e+18,7.692758124858399e+18,7.022097073346853e+18,6.491124744983358e+18,6.055877520067076e+18,5.673078731849239e+18
5375.141860000023,2.010941535472834e+18,8.48974502322338e+18,7.769757922595906e+18,7.091154360181243e+18,6.553155835276518e+18,6.111914716968173e+18,5.723879152070675e+18
5375.241860000024,2.0403453085831985e+18,8.572658661891472e+18,7.84521117799011e+18,7.158794453628507e+18,6.61387846331875e+18,6.166740046641947e+18,5.773557245724826e+18
5375.341860000024,2.0692562010563533e+18,8.653794843935258e+18,7.919036261469678e+18,7.224945996935618e+18,6.673230933898094e+18,6.220299921744536e+18,5.822066208150166e+18
5375.4418600000245,2.0976322769012247e+18,8.733063250082615e+18,7.99115160171062e+18,7.289537783441939e+18,6.731151768891167e+18,6.272541000640327e+18,5.869359485579796e+18
5375.541860000025,2.125431387447456e+18,8.810373774219841e+18,8.061475866027348e+18,7.352498910159257e+18,6.78757983557313e+18,6.323410295545126e+18,5.915390867328684e+18
5375.641860000025,2.152611283136476e+18,8.885636731677443e+18,8.12992814690144e+18,7.413758936065912e+18,6.842454478531277e+18,6.3728552835351e+18,5.960114580334946e+18
5375.741860000026,2.17912973035794e+18,8.958763074068418e+18,8.196428154055314e+18,7.473248044616999e+18,6.895715654773873e+18,6.420824020082213e+18,6.003485385768785e+18
5375.841860000026,2.204944632917969e+18,9.029664609945823e+18,8.260896411415885e+18,7.530897209924867e+18,6.947304071589156e+18,6.467265254747494e+18,6.045458677398257e+18
5375.941860000026,2.2300141576688622e+18,9.098254230470953e+18,8.32325445824935e+18,7.586638366014728e+18,6.997161326671179e+18,6.512128548632551e+18,6.085990581375628e+18
5376.041860000027,2.254296863775401e+18,9.164446139213435e+18,8.383425053689488e+18,7.640404578515627e+18,7.045230049994741e+18,6.555364393162454e+18,6.125038057085349e+18
5376.141860000027,2.2777518350395727e+18,9.228156085136792e+18,8.441332383824892e+18,7.692130218103433e+18,7.09145404688855e+18,6.596924329746272e+18,6.162558998672677e+18
5376.241860000027,2.3003388146548275e+18,9.289301597759265e+18,8.496902270457607e+18,7.741751134972547e+18,7.13577844172485e+18,6.636761069837137e+18,6.198512336851754e+18
