t,Mdot,L_u,L_g,L_r,L_i,L_z,L_y
5369.72858,2.5203562637184717e+18,9.874816613038637e+18,9.028692424731088e+18,8.215776101463935e+18,7.558290062580947e+18,7.015756951868563e+18,6.539992506531215e+18
5369.82858,2.517876977582301e+18,9.868316315839015e+18,9.022791961399073e+18,8.210524884849969e+18,7.553618510560285e+18,7.011573737013932e+18,6.536228908998498e+18
5369.928580000001,2.515399563246596e+18,9.861818787911776e+18,9.016893934407382e+18,8.205275649714223e+18,7.548948521338128e+18,7.007391762766352e+18,6.532466306100202e+18
5370.028580000001,2.512924019507226e+18,9.855324028168522e+18,9.010998342911954e+18,8.200028395545687e+18,7.544280094630065e+18,7.003211028960515e+18,6.528704697731814e+18
5370.128580000001,2.5104503451605514e+18,9.848832035520524e+18,9.005105186068237e+18,8.194783121832791e+18,7.539613230151163e+18,6.999031535430663e+18,6.524944083788421e+18
5370.228580000002,2.5079785390035246e+18,9.842342808878991e+18,8.999214463031462e+18,8.189539828063632e+18,7.534947927616171e+18,6.994853282010762e+18,6.521184464164878e+18
5370.328580000002,2.505508599833708e+18,9.835856347155124e+18,8.9933261729567e+18,8.184298513726022e+18,7.530284186739566e+18,6.990676268534546e+18,6.517425838755853e+18
5370.4285800000025,2.5030405264491233e+18,9.829372649259704e+18,8.987440314998463e+18,8.179059178307157e+18,7.525622007235243e+18,6.986500494835253e+18,6.513668207455571e+18
5370.528580000003,2.500574317648486e+18,9.822891714103734e+18,8.981556888311304e+18,8.173821821294123e+18,7.520961388816991e+18,6.982325960746016e+18,6.509911570158189e+18
5370.628580000003,2.498109972231004e+18,9.816413540597887e+18,8.975675892049302e+18,8.168586442173457e+18,7.516302331198076e+18,6.978152666099531e+18,6.506155926757473e+18
5370.728580000004,2.495647488996481e+18,9.809938127652778e+18,8.969797325366342e+18,8.163353040431382e+18,7.511644834091468e+18,6.973980610728232e+18,6.502401277146973e+18
5370.828580000004,2.4931868667452733e+18,9.80346547417888e+18,8.963921187415982e+18,8.158121615553699e+18,7.506988897209735e+18,6.96980979446421e+18,6.498647621219946e+18
5370.928580000004,2.4907281042783836e+18,9.79699557908673e+18,8.958047477351692e+18,8.152892167025996e+18,7.50233452026524e+18,6.96564021713938e+18,6.494894958869499e+18
5371.028580000005,2.4882712003972654e+18,9.790528441286451e+18,8.952176194326408e+18,8.14766469433325e+18,7.497681702969757e+18,6.961471878585154e+18,6.491143289988303e+18
5371.128580000005,2.485816153904046e+18,9.784064059688315e+18,8.946307337493016e+18,8.142439196960262e+18,7.493030445034907e+18,6.957304778632801e+18,6.487392614468914e+18
5371.228580000005,2.483362963601377e+18,9.77760243320235e+18,8.940440906004029e+18,8.137215674391363e+18,7.488380746171853e+18,6.953138917113203e+18,6.483642932203557e+18
5371.328580000006,2.4809116282925353e+18,9.771143560738634e+18,8.93457689901184e+18,8.131994126110633e+18,7.483732606091524e+18,6.948974293857038e+18,6.479894243084286e+18
5371.428580000006,2.478462146781296e+18,9.764687441206925e+18,8.928715315668382e+18,8.126774551601627e+18,7.479086024504335e+18,6.944810908694544e+18,6.476146547002768e+18
5371.5285800000065,2.4760145178720937e+18,9.758234073517115e+18,8.92285615512554e+18,8.121556950347706e+18,7.474441001120534e+18,6.94064876145582e+18,6.472399843850562e+18
5371.628580000007,2.473568740369852e+18,9.751783456578742e+18,8.916999416534734e+18,8.116341321831692e+18,7.469797535649837e+18,6.936487851970495e+18,6.468654133518816e+18
5371.728580000007,2.4711248130801393e+18,9.745335589301459e+18,8.911145099047293e+18,8.111127665536177e+18,7.465155627801756e+18,6.932328180068027e+18,6.464909415898547e+18
5371.828580000008,2.4686827348091064e+18,9.738890470594828e+18,8.905293201814329e+18,8.105915980943443e+18,7.460515277285488e+18,6.928169745577608e+18,6.461165690880531e+18
5371.928580000008,2.4662425043634463e+18,9.732448099368215e+18,8.899443723986585e+18,8.100706267535294e+18,7.45587648380978e+18,6.92401254832804e+18,6.45742295835522e+18
5372.028580000008,2.463804120550419e+18,9.726008474530873e+18,8.893596664714555e+18,8.095498524793186e+18,7.451239247083051e+18,6.91985658814784e+18,6.453681218212814e+18
5372.128580000009,2.461367582177919e+18,9.719571594992095e+18,8.887752023148602e+18,8.090292752198305e+18,7.446603566813462e+18,6.915701864865299e+18,6.44994047034333e+18
5372.228580000009,2.4589328880543913e+18,9.713137459661056e+18,8.881909798438806e+18,8.085088949231473e+18,7.441969442708809e+18,6.911548378308405e+18,6.446200714636519e+18
5372.328580000009,2.4565000369888353e+18,9.706706067446718e+18,8.876069989734906e+18,8.079887115373055e+18,7.437336874476466e+18,6.907396128304777e+18,6.44246195098182e+18
5372.42858000001,2.4540690277908874e+18,9.700277417258152e+18,8.870232596186569e+18,8.074687250103227e+18,7.432705861823616e+18,6.903245114681862e+18,6.438724179268526e+18
5372.52858000001,2.4516398592707517e+18,9.693851508004295e+18,8.864397616943165e+18,8.069489352901758e+18,7.428076404457051e+18,6.899095337266782e+18,6.434987399385658e+18
5372.6285800000105,2.449212530239159e+18,9.687428338593853e+18,8.85856505115371e+18,8.064293423247965e+18,7.423448502083138e+18,6.894946795886289e+18,6.431251611221904e+18
5372.728580000011,2.4467870395075016e+18,9.681007907935685e+18,8.852734897967182e+18,8.059099460621005e+18,7.41882215440807e+18,6.890799490366981e+18,6.427516814665842e+18
5372.828580000011,2.444363385887699e+18,9.674590214938395e+18,8.846907156532167e+18,8.053907464499534e+18,7.414197361137582e+18,6.886653420535064e+18,6.4237830096057e+18
5372.928580000012,2.441941568192302e+18,9.668175258510676e+18,8.841081825997161e+18,8.048717434362009e+18,7.409574121977197e+18,6.882508586216569e+18,6.420050195929568e+18
5373.028580000012,2.4395215852344084e+18,9.661763037561022e+18,8.835258905510337e+18,8.043529369686446e+18,7.404952436632021e+18,6.878364987237153e+18,6.41631837352521e+18
5373.128580000012,2.437103435827721e+18,9.655353550997918e+18,8.829438394219662e+18,8.038343269950555e+18,7.400332304806868e+18,6.874222623422233e+18,6.412587542280186e+18
5373.228580000013,2.434687118786538e+18,9.648946797729808e+18,8.82362029127294e+18,8.033159134631752e+18,7.39571372620626e+18,6.870081494596967e+18,6.408857702081836e+18
5373.328580000013,2.432272632925719e+18,9.64254277666501e+18,8.817804595817669e+18,8.027976963207055e+18,7.391096700534342e+18,6.865941600586196e+18,6.405128852817237e+18
5373.428580000013,2.42985997706072e+18,9.636141486711794e+18,8.811991307001148e+18,8.022796755153166e+18,7.386481227494946e+18,6.861802941214487e+18,6.401400994373217e+18
5373.528580000014,2.4274491500075996e+18,9.629742926778421e+18,8.806180423970511e+18,8.017618509946499e+18,7.38186730679163e+18,6.857665516306169e+18,6.397674126636414e+18
5373.628580000014,2.4250401505829857e+18,9.623347095773034e+18,8.800371945872609e+18,8.012442227063083e+18,7.377254938127578e+18,6.853529325685251e+18,6.393948249493192e+18
5373.7285800000145,2.422632977604131e+18,9.616953992603824e+18,8.794565871854189e+18,8.007267905978711e+18,7.372644121205745e+18,6.849394369175549e+18,6.390223362829747e+18
5373.828580000015,2.420227629888833e+18,9.610563616178794e+18,8.788762201061651e+18,8.002095546168741e+18,7.368034855728666e+18,6.845260646600505e+18,6.386499466531958e+18
5373.928580000015,2.417824106255492e+18,9.604175965405936e+18,8.782960932641223e+18,7.996925147108229e+18,7.363427141398585e+18,6.841128157783324e+18,6.382776560485498e+18
5374.028580000016,2.415422405523099e+18,9.597791039193186e+18,8.777162065738936e+18,7.991756708271924e+18,7.358820977917445e+18,6.836996902546943e+18,6.379054644575813e+18
5374.128580000016,2.413022526511274e+18,9.591408836448545e+18,8.771365599500689e+18,7.986590229134331e+18,7.354216364986941e+18,6.832866880714087e+18,6.37533371868818e+18
5374.228580000016,2.410624468040192e+18,9.585029356079856e+18,8.765571533072097e+18,7.981425709169542e+18,7.349613302308386e+18,6.828738092107158e+18,6.371613782707582e+18
5374.328580000017,2.408228228930619e+18,9.578652596994918e+18,8.759779865598565e+18,7.976263147851343e+18,7.345011789582782e+18,6.824610536548279e+18,6.367894836518785e+18
5374.428580000017,2.405833808003933e+18,9.57227855810153e+18,8.753990596225336e+18,7.971102544653233e+18,7.340411826510858e+18,6.820484213859345e+18,6.36417688000634e+18
5374.528580000017,2.4034412040820977e+18,9.565907238307455e+18,8.748203724097445e+18,7.965943899048392e+18,7.335813412793029e+18,6.816359123861981e+18,6.360459913054581e+18
5374.628580000018,2.4010504159876495e+18,9.559538636520323e+18,8.742419248359672e+18,7.960787210509617e+18,7.33121654812934e+18,6.812235266377488e+18,6.356743935547567e+18
5374.728580000018,2.398661442543733e+18,9.55317275164778e+18,8.73663716815662e+18,7.955632478509443e+18,7.326621232219574e+18,6.808112641226949e+18,6.35302894736916e+18
5374.8285800000185,2.396274282574146e+18,9.546809582597597e+18,8.73085748263286e+18,7.950479702520206e+18,7.322027464763331e+18,6.803991248231274e+18,6.34931494840309e+18
5374.928580000019,2.3938889349031885e+18,9.540449128277252e+18,8.725080190932534e+18,7.945328882013741e+18,7.317435245459708e+18,6.799871087210959e+18,6.345601938532725e+18
5375.028580000019,2.391505398355828e+18,9.534091387594394e+18,8.719305292199757e+18,7.940180016461726e+18,7.312844574007647e+18,6.795752157986358e+18,6.341889917641314e+18
5375.12858000002,2.3891236717575485e+18,9.527736359456412e+18,8.713532785578283e+18,7.935033105335351e+18,7.308255450105642e+18,6.791634460377433e+18,6.338178885611769e+18
5375.22858000002,2.386743753934544e+18,9.52138404277097e+18,8.70776267021192e+18,7.929888148105751e+18,7.303667873452088e+18,6.787517994204068e+18,6.334468842326946e+18
5375.32858000002,2.384365643713506e+18,9.51503443644546e+18,8.701994945244075e+18,7.924745144243546e+18,7.299081843744919e+18,6.783402759285746e+18,6.330759787669348e+18
5375.428580000021,2.3819893399218104e+18,9.508687539387433e+18,8.696229609818156e+18,7.919604093219223e+18,7.294497360681897e+18,6.779288755441806e+18,6.327051721521368e+18
5375.528580000021,2.3796148413873085e+18,9.502343350504151e+18,8.690466663077119e+18,7.914464994502729e+18,7.289914423960302e+18,6.775175982491164e+18,6.323344643765023e+18
5375.628580000021,2.3772421469385856e+18,9.496001868703154e+18,8.684706104164025e+18,7.909327847563969e+18,7.285333033277324e+18,6.771064440252666e+18,6.319638554282285e+18
5375.728580000022,2.3748712554047764e+18,9.48966309289186e+18,8.678947932221669e+18,7.904192651872467e+18,7.280753188329808e+18,6.766954128544861e+18,6.315933452954867e+18
5375.828580000022,2.3725021656155807e+18,9.483327021977577e+18,8.67319214639257e+18,7.899059406897365e+18,7.276174888814216e+18,6.762845047185961e+18,6.312229339664199e+18
5375.9285800000225,2.3701348764013455e+18,9.476993654867708e+18,8.66743874581918e+18,7.893928112107609e+18,7.271598134426822e+18,6.758737195994015e+18,6.308526214291565e+18
5376.028580000023,2.3677693865929856e+18,9.470662990469558e+18,8.661687729643697e+18,7.888798766971784e+18,7.267022924863538e+18,6.754630574786767e+18,6.304824076718e+18
5376.128580000023,2.3654056950220145e+18,9.464335027690412e+18,8.655939097008146e+18,7.883671370958174e+18,7.262449259819979e+18,6.750525183381707e+18,6.301122926824311e+18
5376.228580000024,2.3630438005206083e+18,9.458009765437712e+18,8.650192847054523e+18,7.878545923534904e+18,7.257877138991607e+18,6.746421021596182e+18,6.297422764491195e+18
5376.328580000024,2.360683701921505e+18,9.451687202618767e+18,8.644448978924552e+18,7.873422424169713e+18,7.253306562073499e+18,6.742318089247217e+18,6.293723589599075e+18
5376.428580000024,2.3583253980580065e+18,9.445367338140789e+18,8.638707491759701e+18,7.86830087232998e+18,7.248737528760381e+18,6.73821638615153e+18,6.290025402028103e+18
5376.528580000025,2.3559688877640724e+18,9.43905017091112e+18,8.632968384701394e+18,7.863181267482912e+18,7.244170038746807e+18,6.734115912125688e+18,6.286328201658309e+18
5376.628580000025,2.3536141698742733e+18,9.432735699837123e+18,8.627231656890919e+18,7.858063609095432e+18,7.239604091727049e+18,6.730016666986022e+18,6.282631988369526e+18
5376.728580000025,2.3512612432237414e+18,9.426423923826039e+18,8.621497307469292e+18,7.852947896634103e+18,7.235039687395027e+18,6.725918650548551e+18,6.278936762041314e+18
5376.828580000026,2.348910106648222e+18,9.420114841785127e+18,8.615765335577379e+18,7.847834129565216e+18,7.230476825444386e+18,6.721821862629066e+18,6.275242522553046e+18
5376.928580000026,2.346560758984094e+18,9.413808452621742e+18,8.610035740355972e+18,7.842722307354847e+18,7.225915505568557e+18,6.717726303043167e+18,6.271549269783931e+18
5377.0285800000265,2.344213199068338e+18,9.407504755243205e+18,8.604308520945677e+18,7.837612429468771e+18,7.221355727460674e+18,6.7136319716062e+18,6.267857003612961e+18
5377.128580000027,2.3418674257384965e+18,9.40120374855673e+18,8.598583676486844e+18,7.8325044953724e+18,7.216797490813518e+18,6.709538868133205e+18,6.264165723918866e+18
5377.228580000027,2.3395234378328044e+18,9.394905431469787e+18,8.592861206119879e+18,7.827398504531048e+18,7.212240795319758e+18,6.705446992439131e+18,6.260475430580309e+18
5377.328580000028,2.337181234189997e+18,9.38860980288955e+18,8.587141108984782e+18,7.822294456409535e+18,7.207685640671587e+18,6.70135634433851e+18,6.256786123475585e+18
5377.428580000028,2.3348408136494874e+18,9.382316861723394e+18,8.581423384221561e+18,7.817192350472553e+18,7.203132026561057e+18,6.697266923645749e+18,6.253097802482894e+18
5377.528580000028,2.33250217505129e+18,9.376026606878673e+18,8.575708030970037e+18,7.812092186184479e+18,7.198579952679918e+18,6.693178730175006e+18,6.249410467480219e+18
5377.628580000029,2.3301653172360044e+18,9.369739037262719e+18,8.569995048369873e+18,7.806993963009409e+18,7.194029418719633e+18,6.689091763740185e+18,6.245724118345328e+18
5377.728580000029,2.327830239044891e+18,9.363454151782996e+18,8.564284435560677e+18,7.801897680411266e+18,7.189480424371481e+18,6.685006024155031e+18,6.242038754955861e+18
5377.828580000029,2.325496939319744e+18,9.357171949346793e+18,8.558576191681738e+18,7.796803337853525e+18,7.184932969326326e+18,6.680921511232932e+18,6.238354377189146e+18
5377.92858000003,2.323165416903e+18,9.350892428861503e+18,8.552870315872283e+18,7.791710934799488e+18,7.180387053274835e+18,6.676838224787104e+18,6.234670984922366e+18
5378.02858000003,2.320835670637749e+18,9.344615589234653e+18,8.547166807271494e+18,7.786620470712271e+18,7.175842675907476e+18,6.672756164630598e+18,6.230988578032571e+18
5378.1285800000305,2.318507699367625e+18,9.33834142937361e+18,8.541465665018263e+18,7.781531945054587e+18,7.171299836914347e+18,6.668675330576133e+18,6.227307156396527e+18
5378.228580000031,2.31618150193693e+18,9.332069948185915e+18,8.535766888251466e+18,7.776445357289e+18,7.166758535985368e+18,6.664595722436296e+18,6.223626719890882e+18
5378.328580000031,2.3138570771905193e+18,9.32580114457899e+18,8.530070476109715e+18,7.771360706877701e+18,7.162218772810103e+18,6.660517340023341e+18,6.21994726839201e+18
5378.428580000032,2.3115344239738936e+18,9.31953501746036e+18,8.524376427731557e+18,7.766277993282676e+18,7.157680547077908e+18,6.656440183149359e+18,6.216268801776139e+18
5378.528580000032,2.3092135411331763e+18,9.313271565737611e+18,8.51868474225544e+18,7.761197215965685e+18,7.153143858477904e+18,6.652364251626237e+18,6.212591319919332e+18
5378.628580000032,2.3068944275150664e+18,9.307010788318257e+18,8.512995418819574e+18,7.756118374388143e+18,7.148608706698871e+18,6.648289545265564e+18,6.208914822697392e+18
5378.728580000033,2.304577081966922e+18,9.300752684109971e+18,8.507308456562166e+18,7.751041468011317e+18,7.144075091429434e+18,6.644216063878794e+18,6.205239309986016e+18
5378.828580000033,2.3022615033366935e+18,9.294497252020392e+18,8.501623854621233e+18,7.745966496296166e+18,7.139543012357913e+18,6.64014380727712e+18,6.201564781660676e+18
5378.928580000033,2.2999476904729428e+18,9.288244490957208e+18,8.495941612134667e+18,7.740893458703392e+18,7.135012469172363e+18,6.636072775271516e+18,6.197891237596655e+18
5379.028580000034,2.297635642224837e+18,9.281994399828089e+18,8.49026172824019e+18,7.735822354693421e+18,7.130483461560573e+18,6.632002967672701e+18,6.194218677669027e+18
5379.128580000034,2.2953253574421783e+18,9.275746977540815e+18,8.484584202075474e+18,7.730753183726473e+18,7.12595598921011e+18,6.627934384291233e+18,6.190547101752723e+18
5379.2285800000345,2.2930168349753546e+18,9.269502223003132e+18,8.47890903277799e+18,7.725685945262463e+18,7.121430051808242e+18,6.623867024937391e+18,6.186876509722442e+18
5379.328580000035,2.29071007367538e+18,9.263260135122835e+18,8.473236219485087e+18,7.72062063876106e+18,7.116905649041994e+18,6.619800889421253e+18,6.183206901452705e+18
