5260.85488  20.936   0.326
5260.90179  20.477   0.196
5261.79300  20.727   0.297
5262.83147  21.438   1.254
5264.81590  20.501   0.249
5264.86911  21.397   0.471
5264.88639  20.407   0.190
5265.79207  20.754   0.254
5266.78019  20.895   0.412
5267.82200  20.537   0.193
5268.79327  21.989   0.966
5269.78810  20.259   0.175
5270.83250  20.744   0.221
5271.78757  20.477   0.195
5272.79441  21.254   0.503
5273.84901  20.187   0.127
5274.79778  20.886   0.343
5275.78351  20.700   0.292
5275.91474  21.220   0.496
5276.81836  20.814   0.239
5277.78459  20.596   0.219
5277.91359  20.545   0.263
5278.79462  21.076   0.353
5279.79517  20.561   0.351
5279.91890  21.463   0.692
5280.84684  20.819   0.201
5281.78237  20.456   0.191
5281.91899  20.676   0.278
5282.76285  20.769   0.300
5282.90750  20.609   0.179
5283.76401  21.973   1.217
5284.76601  21.076   0.388
5285.76165  21.072   0.505
5285.89100  20.537   0.220
5287.82252  20.265   0.142
5292.82602  20.888   0.468
5293.83400  20.848   0.274
5294.72917  20.506   0.220
5294.74472  20.485   0.224
5294.76831  20.908   0.232
5294.78212  20.752   0.184
5294.80538  20.530   0.136
5294.81932  20.984   0.204
5294.84296  20.458   0.136
5294.84938  20.732   0.174
5294.87301  20.676   0.145
5294.88870  20.969   0.220
5294.91508  20.881   0.240
5295.74569  20.779   0.218
5295.77000  20.636   0.195
5295.78404  20.729   0.192
5295.80842  21.135   0.262
5295.82250  20.354   0.165
5295.84631  21.038   0.205
5295.86047  21.158   0.266
5295.88516  21.583   0.374
5295.89991  20.692   0.185
5296.77290  20.757   0.207
5296.78994  20.660   0.185
5296.81043  20.824   0.219
5296.82443  20.893   0.200
5296.84784  20.793   0.182
5296.86184  20.938   0.183
5296.88594  20.721   0.196
5296.90163  21.369   0.404
5297.76881  20.519   0.180
5297.78306  21.059   0.320
5297.80688  20.781   0.224
5297.82108  20.930   0.249
5297.84475  20.436   0.134
5297.85887  20.702   0.167
5297.88303  20.393   0.114
5297.89804  21.118   0.269
5298.76971  20.676   0.200
5298.78398  21.052   0.275
5298.80765  20.966   0.246
5298.82180  20.600   0.179
5298.84540  20.806   0.203
5298.85974  20.521   0.139
5298.88433  20.724   0.172
5298.89924  20.569   0.155
5298.91845  20.817   0.231
5299.73081  20.467   0.157
5299.75442  20.948   0.260
5299.76845  20.429   0.156
5299.82984  21.201   0.289
5299.84390  20.509   0.145
5299.86802  20.573   0.147
5299.88235  20.684   0.177
5299.90896  20.769   0.213
5300.83958  20.614   0.171
5300.86316  20.633   0.169
5300.87863  20.594   0.150
5300.90391  20.736   0.206
5300.91811  20.690   0.226
5301.75900  20.595   0.244
5301.77306  20.714   0.261
5301.79648  20.510   0.188
5301.81038  20.780   0.226
5301.83394  20.874   0.287
5301.88782  21.281   0.437
5301.91243  21.014   0.427
5303.89577  20.428   0.168
5303.92029  21.667   0.561
5304.73345  20.694   0.288
5304.75861  20.834   0.266
5304.77276  20.775   0.229
5306.69227  20.707   0.222
5306.70617  21.055   0.272
5306.75501  20.456   0.157
5306.77026  20.670   0.187
5306.79397  20.614   0.158
5306.83336  20.595   0.151
5306.85725  20.378   0.150
5306.87250  20.437   0.137
5306.89717  20.898   0.200
5306.91144  20.717   0.184
5307.68194  21.099   0.360
5307.69590  20.947   0.299
5307.74506  20.533   0.209
5307.75946  20.613   0.181
5307.80653  20.486   0.138
5307.82085  20.472   0.148
5307.84501  20.566   0.164
5307.85957  20.625   0.158
5307.88590  20.448   0.146
5307.89979  20.834   0.217
5307.92332  20.854   0.252
5308.68717  21.172   0.418
5308.73517  21.290   0.457
5308.74904  20.523   0.202
5308.79666  21.043   0.247
5308.81056  20.567   0.152
5308.83413  20.581   0.154
5308.84847  20.625   0.150
5308.87543  20.876   0.214
5309.68343  20.892   0.356
5309.69784  20.606   0.250
5309.74847  21.538   0.427
5309.79080  20.910   0.240
5309.81902  20.476   0.145
5309.83324  20.823   0.207
5309.86314  20.794   0.208
5309.87802  20.688   0.181
5309.90147  20.888   0.239
5309.91547  20.425   0.155
5310.66314  21.950   0.919
5310.68282  21.076   0.384
5310.72910  21.008   0.333
5310.76667  20.954   0.311
5310.78546  20.627   0.183
5310.82906  20.831   0.190
5310.86059  20.324   0.097
5310.89888  20.751   0.211
5310.91285  20.494   0.151
5311.78429  20.860   0.320
5311.80310  20.749   0.252
5311.84201  20.519   0.161
5311.86149  20.976   0.256
5311.89152  20.688   0.227
5311.90633  21.135   0.327
5312.73040  21.772   0.723
5312.74441  20.955   0.332
5312.77151  21.631   0.740
5312.78679  21.361   0.504
5312.81065  20.316   0.198
5312.82483  21.417   0.495
5312.85518  21.990   0.789
5312.86910  20.579   0.218
5312.89478  20.726   0.257
5312.90867  20.539   0.214
5313.77929  21.240   0.527
5313.79315  20.876   0.327
5313.81819  21.917   0.948
5313.83217  20.812   0.348
5313.85783  21.497   0.613
5313.89608  20.984   0.373
5313.91016  20.529   0.260
5314.66695  21.343   0.730
5314.68090  20.729   0.330
5314.70740  20.823   0.363
5314.72336  20.889   0.387
5314.74668  20.492   0.233
5314.76303  20.850   0.286
5314.78662  21.068   0.462
5314.80057  20.815   0.254
5314.83058  20.799   0.347
5314.85840  20.694   0.302
5314.88158  20.278   0.217
5314.89556  20.594   0.272
5314.91903  20.481   0.244
5314.93291  21.520   0.844
5315.68598  21.404   0.715
5315.71538  20.721   0.354
5315.73389  20.743   0.383
5315.79477  20.995   0.375
5315.80918  21.055   0.365
5315.84908  20.859   0.371
5315.87569  20.907   0.421
5315.89147  20.881   0.385
5316.67558  20.565   0.351
5316.69485  20.947   0.503
5316.73987  21.031   0.552
5316.76582  20.989   0.551
5316.77971  21.344   0.761
5316.80311  20.701   0.377
5319.82012  21.148   0.668
5319.83506  20.729   0.451
5319.86314  20.483   0.419
5320.63791  21.445   0.583
