2118.75877 19.678 0.109
2125.52748 20.115 0.255
2129.61034 19.693 0.089
2132.55495 19.526 0.083
2135.69026 19.488 0.072
2140.65037 19.695 0.090
2144.53640 19.724 0.126
2158.57958 20.189 0.189
2167.53477 19.752 0.101
2172.55049 19.620 0.113
2175.56230 19.886 0.235
2187.50124 19.741 0.135
2330.87407 19.617 0.091
2344.86960 19.557 0.077
2355.83495 19.600 0.070
2371.91503 19.615 0.087
2382.89333 19.666 0.108
2390.77535 19.708 0.120
2397.85293 19.584 0.092
2401.76599 19.583 0.091
2403.82209 19.576 0.067
2405.79045 19.545 0.086
2415.85834 19.630 0.098
2424.73529 19.443 0.140
2428.69957 19.663 0.084
2432.77015 19.815 0.160
2434.64726 19.716 0.110
2435.86629 19.526 0.096
2437.81364 19.271 0.067
2439.75196 18.523 0.027
2441.70426 18.621 0.028
2444.83642 19.142 0.074
2446.83731 19.158 0.061
2453.79471 19.565 0.085
2458.84950 19.215 0.064
2462.57600 19.783 0.082
2464.69726 19.728 0.071
2467.60042 19.543 0.080
2469.61488 19.765 0.066
2471.67466 19.556 0.056
2473.57572 19.755 0.117
2483.65648 19.609 0.079
2486.63979 19.542 0.092
2490.60675 19.679 0.095
2493.56603 19.413 0.075
2495.64056 19.563 0.085
2497.69529 19.407 0.065
2499.74310 19.719 0.081
2501.76154 19.502 0.086
2508.58176 19.620 0.093
2512.53792 19.556 0.099
2517.70805 19.647 0.132
2520.49474 19.805 0.119
2526.59092 19.593 0.069
2535.59193 19.709 0.156
2541.57010 19.496 0.083
2547.51012 19.595 0.103
2551.54459 19.341 0.095
2556.49832 19.568 0.110
2563.53394 19.562 0.086
2574.51136 19.549 0.106
2705.87381 16.812 0.009
2705.87733 18.983 0.054
2713.91605 19.594 0.107
2733.83917 19.529 0.098
2744.81122 19.687 0.080
2752.88571 19.628 0.210
2756.85658 19.726 0.092
2760.82255 19.483 0.095
2766.85614 19.431 0.074
2770.73581 19.696 0.108
2783.79675 19.712 0.090
2786.85934 19.160 0.090
2789.66564 19.497 0.072
2791.62652 19.900 0.114
2794.78222 19.591 0.089
2796.73133 19.655 0.071
2808.87321 19.569 0.150
2810.80135 19.691 0.093
2811.84180 19.580 0.087
2813.63832 19.252 0.081
2815.75998 19.442 0.061
2817.71291 19.627 0.092
2818.77506 19.555 0.102
2820.64538 19.514 0.092
2826.63748 19.516 0.101
2834.69543 19.912 0.332
2835.81595 19.648 0.125
2837.55074 19.368 0.092
2839.58705 19.612 0.090
2841.59718 19.617 0.098
2843.53267 20.058 0.168
2845.57225 19.596 0.108
2849.72269 19.763 0.106
2851.73697 19.316 0.097
2853.74280 19.404 0.090
2856.63141 19.566 0.096
2858.60681 19.898 0.217
2859.64546 19.517 0.120
2863.61587 19.499 0.099
2866.70460 19.601 0.105
2869.64527 19.680 0.090
2872.61934 19.675 0.075
2877.60935 18.477 0.035
2883.57671 19.436 0.059
2892.57720 19.844 0.135
2896.59894 19.622 0.081
2902.54489 20.083 0.206
2907.53746 19.823 0.161
2916.61152 19.581 0.200
2928.55504 19.566 0.134
3050.88912 19.420 0.104
5260.88278 19.381 0.069
5261.81374 19.262 0.053
5262.85132 19.628 0.222
5265.86822 19.313 0.056
5266.81459 19.437 0.070
5267.84179 19.283 0.057
5268.84425 19.356 0.055
5269.80792 19.345 0.055
5270.81361 19.380 0.061
5271.80909 19.369 0.058
5272.81427 19.445 0.075
5273.79926 19.522 0.066
5274.81777 19.324 0.062
5275.80410 19.475 0.089
5276.78228 19.572 0.079
5276.90975 19.281 0.056
5277.83777 19.461 0.093
5278.81439 19.466 0.080
5279.81564 19.557 0.095
5280.82226 19.391 0.058
5281.80217 19.556 0.059
5282.82489 19.367 0.060
5283.78498 19.435 0.075
5283.87633 19.359 0.053
5284.79061 19.378 0.073
5285.78143 19.400 0.085
5285.91143 19.346 0.058
5286.79706 19.701 0.140
5287.85024 19.292 0.052
5288.77560 19.526 0.092
5289.82748 19.318 0.069
5293.85540 19.385 0.061
5294.79878 19.382 0.043
5295.80168 19.404 0.055
5296.84125 19.357 0.044
5297.87602 19.386 0.040
5298.91640 19.398 0.050
5299.90148 19.479 0.051
5301.82717 19.381 0.059
5306.78722 19.339 0.046
5307.81239 19.335 0.045
5308.80253 19.323 0.045
5309.85594 19.395 0.046
5311.92506 19.188 0.051
5312.91449 19.382 0.063
5314.67433 19.554 0.129
5314.88895 19.287 0.064
5315.81507 19.485 0.080
5316.77315 19.110 0.091
5319.91463 19.145 0.100
5320.80872 19.351 0.066
5321.75557 19.413 0.063
5322.92417 19.276 0.058
5323.86845 19.418 0.061
5324.79863 19.473 0.076
5325.71473 19.390 0.060
5325.91567 19.215 0.065
5326.84065 19.298 0.055
5327.78832 19.286 0.056
5328.68756 19.340 0.053
5328.91105 19.363 0.068
5334.84050 18.699 0.034
5335.81506 18.576 0.027
5336.90158 18.666 0.039
5337.90202 18.722 0.047
5339.66081 19.052 0.071
5339.93618 18.908 0.058
5340.87805 19.085 0.066
5341.80888 19.314 0.055
5342.63683 19.363 0.136
5342.83267 19.134 0.067
5343.66645 19.347 0.086
5343.85981 19.344 0.089
5343.87254 19.311 0.079
5348.80710 19.494 0.079
5349.68743 19.261 0.061
5350.69540 19.394 0.109
5351.82050 19.232 0.077
5352.83565 19.192 0.062
5353.78391 19.193 0.045
5354.75984 19.379 0.074
5355.68999 19.402 0.060
5357.68777 19.511 0.074
5358.87049 19.296 0.067
5359.69202 19.486 0.068
5361.63886 19.539 0.118
5362.88489 19.213 0.085
5365.54537 19.269 0.089
5365.88293 19.510 0.097
5369.84012 19.441 0.117
5376.80427 19.335 0.091
5377.73678 19.340 0.066
5378.61122 19.215 0.045
5378.86772 19.139 0.068
5379.77245 19.316 0.054
5380.62998 19.357 0.046
5380.85479 19.487 0.125
5381.72981 19.312 0.087
5382.60514 19.476 0.103
5382.81245 19.254 0.093
5385.81507 19.286 0.052
5386.51857 19.758 0.107
5386.60064 19.325 0.060
5386.68513 19.439 0.065
5386.82937 19.239 0.053
5387.81241 19.229 0.057
5388.76899 19.439 0.072
5389.65661 19.429 0.062
5390.60255 19.294 0.058
5391.50792 19.494 0.090
5391.83740 19.354 0.074
5392.77727 19.377 0.058
5393.75341 19.449 0.093
5396.66720 19.454 0.073
5397.70540 19.422 0.090
5403.48547 19.348 0.071
5403.67807 19.374 0.081
5404.54911 19.215 0.059
5404.74797 19.177 0.063
5405.76172 19.323 0.075
5407.61785 19.329 0.088
5409.74054 19.292 0.059
5410.74421 19.271 0.066
5411.75772 19.356 0.071
5412.67767 19.368 0.067
5413.74960 19.408 0.072
5414.77264 19.576 0.076
5418.65277 19.465 0.062
5421.67263 19.239 0.058
5423.48931 19.362 0.049
5426.51829 19.416 0.100
5430.58851 19.440 0.081
5431.58351 19.441 0.067
5432.52944 19.644 0.151
5434.55448 19.398 0.072
5435.52143 19.304 0.066
5436.54648 19.286 0.081
5438.57912 19.319 0.069
5439.62077 19.442 0.082
5443.63490 19.273 0.063
5444.66060 19.275 0.069
5446.54955 19.400 0.066
5447.55981 19.421 0.068
5449.49276 19.570 0.094
5450.57114 19.237 0.071
5453.53235 19.539 0.136
5457.60420 19.234 0.072
5459.49388 19.471 0.083
5460.51443 19.405 0.080
5462.59574 19.293 0.063
5465.55454 19.762 0.159
5467.57281 19.329 0.054
5469.53616 19.362 0.050
5470.55293 19.458 0.067
5471.55924 19.221 0.053
5472.51364 19.506 0.088
5472.59565 19.221 0.061
5473.55882 19.384 0.072
5476.54721 19.364 0.082
5478.52865 19.386 0.072
5480.53298 19.451 0.079
5481.50194 19.360 0.115
5485.54894 19.518 0.099
5486.53517 19.422 0.104
5487.51829 19.352 0.064
5488.50556 19.345 0.077
5489.49174 19.371 0.124
5490.54887 19.480 0.128
5493.51947 19.685 0.172
5495.50881 19.425 0.074
5497.50827 19.549 0.101
5499.51434 19.519 0.116
5504.50424 19.569 0.136
5598.88135 19.465 0.114
5599.88888 19.522 0.162
5600.87744 19.378 0.068
5616.90062 19.405 0.117
5622.89988 19.285 0.059
5625.83359 19.375 0.068
5627.82691 19.359 0.063
5628.90966 19.214 0.090
5629.83735 19.616 0.089
5631.86569 19.423 0.068
5633.82077 19.536 0.069
5634.81455 19.333 0.071
5637.85112 19.407 0.091
5639.81747 19.369 0.078
5639.89305 19.318 0.058
5640.87791 19.293 0.064
5642.76272 19.440 0.094
5642.85727 19.255 0.061
5642.87857 19.466 0.078
5643.78414 19.333 0.069
5643.88240 19.400 0.057
5644.79164 19.231 0.104
5644.90741 19.430 0.075
5648.77455 19.412 0.072
