5282.90601  20.253   0.124
5285.88949  20.210   0.145
5294.91964  20.104   0.114
5295.88972  20.011   0.095
5298.92302  20.086   0.112
5299.91351  20.124   0.108
5300.90848  20.191   0.117
5301.91698  20.003   0.183
5306.79853  20.210   0.097
5306.86215  19.989   0.086
5306.90174  20.105   0.085
5307.81109  20.367   0.115
5307.84957  20.374   0.119
5307.89046  20.425   0.132
5307.92789  20.079   0.139
5308.83870  19.953   0.084
5308.88659  20.325   0.119
5309.81092  20.131   0.110
5309.85465  20.358   0.132
5309.89362  19.978   0.092
5309.93089  20.131   0.146
5310.85893  20.424   0.115
5310.89089  20.201   0.109
5310.92835  20.163   0.127
5311.82141  20.093   0.113
5311.87745  20.253   0.132
5311.92227  20.244   0.141
5312.78983  20.639   0.242
5312.82786  20.079   0.159
5312.87211  20.302   0.176
5312.91171  20.461   0.188
5313.90063  20.582   0.228
5314.79119  20.089   0.186
5314.84872  20.166   0.171
5314.88614  20.048   0.140
5314.92359  20.511   0.215
5315.81220  20.026   0.147
5315.85238  20.309   0.226
5315.89451  19.898   0.147
5316.72730  20.102   0.214
5316.77034  20.128   0.235
5316.80769  20.728   0.443
5316.86456  20.014   0.212
5319.91182  20.055   0.260
5320.73097  20.039   0.136
5320.76818  19.996   0.127
5320.80590  20.375   0.217
5320.84912  20.037   0.133
5320.88751  20.190   0.134
5320.92908  20.045   0.162
5321.79238  20.263   0.182
5321.83078  20.471   0.283
5321.87208  20.457   0.207
5321.90947  20.280   0.186
5322.69576  20.134   0.119
5322.83835  20.338   0.159
5322.90886  19.046   0.079
5323.81056  20.241   0.142
5323.85184  20.281   0.148
5323.89043  20.267   0.152
5323.92789  20.218   0.145
5324.82098  20.277   0.166
5324.85991  20.353   0.171
5324.89727  20.286   0.152
5324.93783  20.135   0.212
5325.72404  19.601   0.068
5325.76221  19.598   0.075
5325.79950  19.218   0.051
5325.84775  19.158   0.058
5325.88781  19.003   0.050
5325.92829  19.084   0.068
5326.83783  19.370   0.061
5326.87648  19.342   0.067
5326.91372  19.408   0.070
5327.90138  19.987   0.104
5327.93912  19.889   0.188
5328.81926  19.970   0.114
5328.85785  20.390   0.165
5328.89553  20.196   0.140
5328.93302  20.081   0.166
5334.90329  20.188   0.172
5334.94124  20.414   0.317
5335.82682  20.057   0.117
5335.86466  20.113   0.123
5335.90218  20.451   0.242
5335.94126  20.094   0.249
5337.87389  20.057   0.205
5337.91252  20.099   0.181
5342.86773  20.059   0.195
5342.90552  20.289   0.249
5342.94339  20.407   0.423
5343.89645  20.058   0.168
5343.93429  20.539   0.324
5348.72743  20.187   0.193
5348.87487  19.866   0.167
5352.88458  20.219   0.166
5352.92220  20.366   0.198
5353.80768  20.284   0.121
5353.85218  20.235   0.144
5353.89646  20.023   0.129
5354.90744  20.441   0.259
5355.86121  20.347   0.274
5355.89897  20.602   0.274
5377.86528  20.261   0.214
5378.79951  20.081   0.124
5378.83939  20.142   0.160
5378.87711  20.485   0.254
5379.67183  20.402   0.202
5379.74434  19.991   0.108
5379.78200  20.211   0.149
5379.81992  20.198   0.174
5379.86049  20.087   0.198
5385.81040  19.907   0.089
5385.84797  20.178   0.132
5386.60757  20.321   0.138
5386.64396  20.239   0.162
5386.74341  20.068   0.099
5386.78168  20.174   0.113
5386.82469  20.325   0.146
5387.61293  20.597   0.121
5387.64770  20.133   0.069
5387.68716  20.352   0.125
5387.72579  20.181   0.091
5387.76655  20.275   0.129
5387.80776  20.330   0.156
5388.67765  20.307   0.152
5388.76433  20.393   0.176
5388.80758  20.105   0.148
5388.84645  20.088   0.169
5389.72375  20.887   0.303
5389.78412  20.044   0.166
5389.82465  20.141   0.139
5390.78557  20.348   0.164
5390.82325  20.028   0.144
5391.72592  20.361   0.180
5391.80920  20.199   0.148
5391.84666  19.963   0.159
5392.78668  20.164   0.119
5392.82431  20.313   0.184
5397.61758  20.373   0.296
5397.66292  20.076   0.186
5404.57095  20.157   0.158
5404.61112  20.236   0.192
5434.62102  20.155   0.152
5434.66576  19.847   0.126
5434.70583  20.247   0.192
5451.66117  20.028   0.137
5453.65727  20.078   0.137
5457.58859  19.964   0.122
5459.58899  20.206   0.154
5597.88166  20.264   0.305
5612.86736  20.571   0.334
5653.77402  20.000   0.082
5654.77590  20.605   0.192
5654.82565  19.905   0.090
5654.86720  20.253   0.129
5654.92023  20.290   0.214
5655.84316  20.182   0.100
5656.78503  19.933   0.101
5656.82865  20.237   0.100
5656.87301  20.163   0.111
5657.77632  20.129   0.092
5657.81502  20.197   0.102
5657.86043  20.017   0.094
5657.90507  20.556   0.164
5658.77057  19.129   0.076
5658.81137  19.182   0.067
5658.86829  19.211   0.056
5658.90978  19.149   0.068
5659.76265  19.528   0.072
5659.80197  19.290   0.062
5659.84092  19.721   0.110
5659.89071  19.745   0.078
5660.72419  20.147   0.159
5660.77156  20.172   0.137
5660.81490  19.852   0.092
5660.87047  19.941   0.121
5662.76364  20.025   0.164
5662.82537  20.463   0.189
5662.86354  20.080   0.116
5662.90552  20.314   0.146
5663.76622  19.741   0.092
5664.76844  20.063   0.183
5664.80949  20.334   0.165
5664.86990  20.754   0.320
5664.91356  20.261   0.143
5665.73756  20.420   0.202
5665.78337  20.124   0.128
5665.84764  20.082   0.126
5665.89526  20.328   0.118
5667.71946  20.120   0.132
5667.77206  20.414   0.182
5667.82452  20.286   0.136
5667.87722  20.068   0.089
5667.92283  20.304   0.112
5668.76099  20.315   0.234
5668.82847  19.894   0.168
5668.88558  19.817   0.153
5668.92469  20.091   0.153
5669.77430  20.374   0.193
5669.81307  20.188   0.144
5669.87476  19.971   0.117
5669.91810  20.202   0.171
5670.74884  20.604   0.289
5670.80108  20.001   0.142
5670.85325  19.832   0.121
5670.89466  20.118   0.143
5671.73023  20.235   0.170
5671.77068  20.249   0.152
5675.73277  20.199   0.143
5675.77113  20.100   0.144
5675.81047  20.674   0.279
5675.86983  20.161   0.112
5675.92277  20.211   0.160
5676.69772  20.086   0.070
5676.73690  20.244   0.103
5676.77577  19.930   0.092
5676.82079  20.123   0.116
5676.87665  20.042   0.083
5676.92608  20.166   0.121
5677.73186  20.277   0.149
5677.77545  20.137   0.108
5677.82584  20.001   0.118
5677.87782  20.068   0.102
5677.91771  20.087   0.088
5679.69572  19.599   0.087
5679.73762  20.064   0.109
5679.78957  20.199   0.145
5679.84063  20.349   0.150
5679.88199  20.225   0.131
5679.92019  20.252   0.127
5680.68324  20.665   0.275
5680.72164  20.405   0.248
5680.77031  20.377   0.168
5680.82354  20.234   0.152
5680.86651  19.824   0.088
5680.90731  20.254   0.115
5681.67362  19.901   0.141
5681.71183  20.265   0.145
5681.75113  20.248   0.139
5681.80201  20.352   0.152
5681.85709  20.349   0.197
5681.89877  19.941   0.108
5682.66100  19.917   0.137
5682.70179  20.048   0.162
5682.74908  20.176   0.122
5682.79162  20.020   0.112
5682.88166  20.228   0.116
5682.92134  20.096   0.134
5683.68239  19.749   0.092
5683.73256  20.169   0.124
5683.80239  20.480   0.150
5683.86020  19.917   0.102
5683.90239  20.144   0.109
5684.65260  20.089   0.121
5684.70558  20.213   0.125
5684.76473  20.123   0.114
5684.81717  20.077   0.108
5684.87658  20.422   0.159
5684.91681  20.153   0.130
5685.74328  20.254   0.119
5685.79185  20.139   0.097
5685.84406  20.190   0.096
5685.88765  20.052   0.087
5685.92869  20.409   0.173
5686.69253  20.051   0.128
