2127.53364 20.086 0.202
2130.56632 20.335 0.173
2133.57596 20.091 0.127
2136.69727 20.231 0.163
2141.68722 19.593 0.148
2172.57758 20.398 0.256
2189.56217 20.484 0.338
2214.54421 20.198 0.338
2337.87389 20.106 0.120
2352.89601 19.861 0.146
2361.88988 19.984 0.136
2373.84069 20.179 0.166
2384.85605 20.176 0.146
2388.87507 20.005 0.118
2390.89396 20.136 0.149
2397.68755 20.378 0.193
2401.87531 20.133 0.142
2404.69065 20.258 0.137
2406.83879 20.556 0.211
2416.81600 20.081 0.135
2428.89883 20.297 0.249
2433.62447 20.202 0.194
2434.91313 20.253 0.224
2436.90032 20.198 0.201
2438.84946 20.055 0.149
2440.87360 20.188 0.199
2441.80114 20.025 0.131
2444.86621 19.771 0.152
2445.72144 20.161 0.115
2448.76830 20.036 0.243
2454.68315 19.957 0.149
2460.69128 20.714 0.282
2463.63432 20.244 0.140
2466.54618 20.333 0.162
2468.79564 20.550 0.235
2470.77921 20.032 0.144
2472.81470 19.958 0.157
2484.70763 20.484 0.281
2487.65796 20.749 0.335
2491.53722 20.369 0.260
2493.73343 20.263 0.232
2496.57406 20.283 0.110
2498.61486 20.347 0.127
2500.63833 20.331 0.155
2502.65642 20.884 0.469
2510.55593 19.675 0.139
2516.70972 20.233 0.274
2518.69431 20.196 0.216
2521.68582 20.231 0.189
2529.54050 20.507 0.238
2538.59033 20.317 0.213
2543.48917 20.269 0.173
2548.54434 19.864 0.155
2552.58032 20.245 0.192
2557.54397 20.174 0.158
2564.54446 20.148 0.203
2584.51227 21.122 0.574
2709.86531 20.014 0.093
2719.89843 20.257 0.149
2730.80905 20.485 0.150
2734.89689 20.621 0.210
2747.78028 20.015 0.199
2754.79127 20.094 0.135
2757.87432 19.898 0.173
2763.82379 20.231 0.156
2767.90350 20.178 0.242
2775.84593 20.085 0.237
2783.89943 20.266 0.151
2785.72302 20.433 0.189
2787.82148 20.320 0.178
2790.65317 19.957 0.093
2793.71539 20.328 0.203
2795.68089 20.157 0.123
2797.68616 20.179 0.113
2809.81195 20.043 0.147
2811.72889 20.014 0.154
2812.85632 20.024 0.123
2814.79412 20.454 0.189
2816.68384 20.018 0.112
2818.69258 20.232 0.141
2819.83104 20.961 0.346
2821.74581 20.121 0.146
2829.82096 20.293 0.211
2835.72185 20.425 0.210
2837.73555 20.677 0.339
2839.79584 19.994 0.129
2841.81871 19.734 0.119
2843.74303 20.370 0.176
2845.72876 20.331 0.151
2850.67507 20.438 0.172
2852.63603 20.158 0.230
2854.63636 20.231 0.199
2857.54033 20.635 0.235
2862.73379 20.051 0.211
2865.60421 20.067 0.137
2868.63972 20.147 0.138
2871.72374 20.300 0.161
2877.48896 20.175 0.158
