2167.84574 24.204 4.348
2173.85310 21.454 0.298
2190.79086 21.764 0.414
2192.82504 22.605 0.932
2214.79237 21.327 0.382
2224.74915 22.428 0.784
2226.85328 21.167 0.382
2229.66520 21.471 0.403
2232.82377 21.205 0.331
2234.81821 21.179 0.228
2239.60316 21.169 0.350
2241.66469 21.880 0.581
2243.72326 21.460 0.405
2248.80370 21.616 0.323
2250.84955 21.082 0.228
2252.65492 20.955 0.217
2254.64582 21.553 0.346
2257.64974 21.992 0.461
2261.76977 22.143 0.542
2264.75892 21.377 0.244
2266.64738 22.318 1.032
2270.64348 20.977 0.214
2271.79429 22.001 0.476
2273.74415 21.099 0.288
2275.83120 23.265 2.290
2277.65284 21.248 0.219
2279.82518 22.085 0.653
2281.81203 21.460 0.300
2283.84625 21.661 0.339
2290.79075 21.417 0.329
2292.76729 20.832 0.262
2294.74233 21.090 0.421
2296.75272 20.598 0.255
2298.77215 21.898 0.741
2300.72515 22.178 0.921
2302.70297 21.236 0.378
2304.74731 21.060 0.417
2321.67593 21.096 0.284
2327.56249 22.808 1.402
2333.57172 20.822 0.296
2339.54816 21.340 0.442
2357.51941 22.014 1.271
2526.91254 21.375 0.378
2542.89090 21.529 0.366
2552.84252 22.061 0.699
2556.83406 21.250 0.300
2559.88462 21.001 0.261
2564.85053 21.780 0.531
2573.84940 21.865 0.599
2578.77372 21.067 0.328
2583.82819 21.553 0.424
2589.86137 22.107 0.648
2596.74472 21.283 0.402
2605.74771 21.332 0.281
2609.74396 22.467 1.118
2610.63255 21.717 0.599
2610.73803 21.694 0.620
2610.84445 20.801 0.296
2611.64466 21.555 0.574
2613.62585 20.827 0.297
2613.70368 21.138 0.392
2614.67385 22.537 1.371
2614.75720 22.238 0.894
2614.84881 21.662 0.440
2615.65789 20.927 0.248
2615.83773 22.376 1.055
2617.64659 22.193 1.021
2617.74099 21.428 0.426
2617.84945 21.277 0.401
2618.66304 21.643 0.449
2618.75661 20.535 0.169
2619.61985 21.684 0.444
2619.72661 21.338 0.260
2619.85098 21.367 0.360
2620.64977 21.727 0.480
2620.73495 21.179 0.232
2620.85168 22.032 0.659
2621.68384 21.492 0.282
2621.75947 21.496 0.332
2621.85267 22.411 0.794
2622.64975 21.071 0.307
2622.73115 21.404 0.407
2622.85203 21.135 0.259
2623.64846 21.315 0.369
2623.73653 21.055 0.250
2623.84787 21.834 0.476
2624.67905 21.937 0.581
2624.75013 21.484 0.374
2624.84494 22.756 1.319
2625.66405 21.394 0.350
2625.71593 21.631 0.422
2626.63287 21.345 0.362
2627.68857 21.005 0.339
2627.74066 21.176 0.477
2627.81453 21.687 0.629
2628.65740 22.983 1.923
2628.73450 21.056 0.356
2628.80160 21.304 0.371
2629.65317 20.824 0.279
2629.71160 21.140 0.398
2629.76148 21.259 0.371
2629.84126 21.160 0.381
2630.64100 20.683 0.246
2630.72053 21.707 0.553
2631.65248 22.930 1.757
2631.73528 21.594 0.625
2631.84459 23.196 2.878
2632.60844 22.935 1.143
2632.73521 22.409 0.736
2632.81577 23.071 1.635
2634.60724 21.086 0.216
2634.69729 21.930 0.499
2634.83106 21.197 0.371
2635.65747 22.037 0.532
2635.68541 21.608 0.359
2635.73477 21.731 0.398
2635.83774 21.261 0.321
2636.68532 21.474 0.300
2636.76570 21.187 0.325
2636.84540 22.019 0.822
2637.64737 21.075 0.244
2637.72598 21.240 0.268
2637.82907 21.929 0.468
2638.62863 21.511 0.350
2638.65648 21.222 0.282
2638.72956 21.612 0.527
2638.82904 22.224 0.976
2639.60172 21.161 0.202
2639.65661 21.428 0.234
2639.68205 21.155 0.182
2639.83809 21.279 0.259
2640.61066 21.223 0.307
2640.75266 21.795 0.514
2641.61078 21.120 0.272
2641.74718 21.498 0.393
2641.85800 21.817 0.614
2642.60891 21.720 0.414
2642.71070 20.845 0.263
2643.61583 21.080 0.199
2643.75945 21.671 0.423
2644.70897 21.749 0.505
2645.61325 21.529 1.891
2645.72061 20.863 0.202
2645.74959 23.315 2.015
2645.85598 20.708 0.328
2646.61837 21.804 0.516
2646.74334 21.050 0.271
2647.61833 21.693 0.504
2647.72815 21.779 0.510
2649.61551 22.890 1.178
2649.70794 21.052 0.179
2650.63569 21.167 0.240
2650.69719 22.684 1.092
2650.80702 20.873 0.211
2651.63170 21.962 0.707
2651.72748 21.531 0.400
2652.67609 21.163 0.387
2652.74121 22.100 0.762
2652.77365 21.976 0.599
2653.60489 21.968 0.649
2653.78178 21.988 0.743
2654.62362 22.323 1.046
2654.67605 21.749 0.618
2654.70065 21.927 0.739
2654.84126 21.599 0.428
2655.60925 21.350 0.370
2655.81278 23.043 1.925
2656.62072 24.057 5.176
2656.64960 22.394 1.106
2656.76970 21.572 0.689
2656.86699 22.148 1.099
2657.62310 21.640 0.473
2657.86347 20.943 0.470
2658.58464 21.016 0.370
2658.61199 21.204 0.507
2658.68416 21.215 0.407
2658.76520 20.270 0.241
2659.64265 21.025 0.266
2659.77783 23.349 4.499
