name,"l, b",distance,extinction_baye,extinction_sfd,extinction_marshall
OGLE BLG-DN-0002,"0.561830726752913,-1.621997295620857",6835.22216796875,3.8936398823261262,3.232469,0.9051886239051818
OGLE BLG-DN-0036,"359.8296351467242,3.133996205624651",6041.18603515625,4.963019843101502,5.096335,1.4258399477005004
OGLE BLG-DN-0174,"0.8802760029976957,-0.7765534530416607",4662.99560546875,1.226951733648777,8.332935,1.457356443285942
OGLE BLG-DN-0376,"2.357927250667173,-1.9053855350173186",214.16650390625,0.0,4.638609,0.058724457275122405
OGLE BLG-DN-0588,"2.3095197399042737,-3.2849047019425677",6137.64306640625,1.9742399150133132,2.12568,0.4716240160167217
OGLE BLG-DN-0826,"6.185650902814236,-2.73617254001752",6808.20263671875,3.079849863767624,3.8039954,0.9980879797339439
